,buildingAreaCategory,buildingShape,censusRegion,climateZone,HDD65,HEATPC,HVACUpgrade,insulationUpgrade,MAINCL,MAINHT,MONUSEC,numEmployeesCategory,numFloors,OCCUPYP,OPNWE,OWNTYPE,region,RENWLL,lightingUpgrade,roofConstuction,STUSED,OPEN24,wallConstruction,WHOPPR,WINTYP,WKHRSC,WWR,yrConstructionCategory,EUI
3290,5,2.0,4,2,5142,3,2.0,2.0,1.0,2.0,4,4,1,100.0,1,2,2,2.0,2.0,6,2,1,3,0.0,2,7,5.0,5,24.96323076923077
3307,4,2.0,4,1,6697,3,2.0,2.0,2.0,2.0,4,4,2,100.0,1,2,2,2.0,2.0,4,2,2,1,0.0,2,5,3.0,5,80.87106382978723
3309,8,1.0,2,1,6380,3,1.0,1.0,3.0,3.0,4,8,12,97.0,2,9,1,1.0,1.0,1,2,2,1,0.0,2,4,4.0,5,56.27168181818182
3312,2,2.0,8,3,3182,3,2.0,2.0,1.0,2.0,4,3,1,50.0,1,2,4,2.0,2.0,4,2,2,1,0.0,3,4,1.0,5,30.504918032786886
3317,4,2.0,7,3,2671,3,0.0,0.0,1.0,1.0,4,5,1,100.0,2,2,3,0.0,0.0,5,2,2,5,0.0,2,5,2.0,10,43.197
3318,5,2.0,9,3,793,3,1.0,1.0,6.0,2.0,4,7,2,95.0,1,3,4,1.0,1.0,4,2,2,3,0.0,3,6,3.0,8,89.76613636363636
3324,7,9.0,8,3,1323,2,2.0,2.0,5.0,2.0,4,7,3,95.0,2,1,4,2.0,2.0,1,2,2,1,0.0,1,4,4.0,7,37.952672131147544
3330,6,2.0,2,2,4414,3,1.0,1.0,2.0,3.0,4,7,7,90.0,1,3,1,2.0,1.0,6,2,1,3,0.0,2,7,3.0,2,71.77868
3333,2,9.0,7,3,1036,1,2.0,2.0,2.0,1.0,4,2,1,50.0,1,3,3,2.0,1.0,4,2,2,1,2.0,1,3,1.0,6,21.7075
3336,5,2.0,4,2,3604,3,2.0,2.0,2.0,2.0,4,7,2,100.0,2,9,2,2.0,2.0,5,2,2,5,0.0,2,4,3.0,6,61.088
3339,2,2.0,5,2,2424,3,2.0,2.0,5.0,5.0,4,3,1,100.0,2,3,3,2.0,2.0,5,2,2,1,0.0,2,3,1.0,6,75.53
3342,8,0.0,7,3,1410,3,1.0,2.0,3.0,2.0,4,9,994,85.0,1,2,3,2.0,1.0,1,2,2,6,0.0,1,5,0.0,6,86.56271081081081
3344,3,6.0,9,3,3080,3,2.0,2.0,2.0,2.0,4,4,1,100.0,2,4,4,2.0,1.0,2,2,2,1,0.0,1,3,3.0,5,121.51776119402984
3345,4,1.0,9,3,1441,3,1.0,2.0,2.0,2.0,4,6,2,57.0,1,2,4,2.0,1.0,1,2,1,1,2.0,2,7,4.0,6,374.07925925925923
3350,2,2.0,4,2,4822,3,2.0,2.0,5.0,2.0,4,2,1,100.0,1,3,2,2.0,2.0,5,2,2,4,0.0,2,4,1.0,5,36.915925925925926
3351,8,1.0,9,3,1293,3,2.0,2.0,3.0,3.0,4,8,12,62.0,1,2,4,2.0,2.0,7,2,2,2,0.0,3,5,6.0,6,78.56355362318841
3354,8,2.0,3,1,6902,3,1.0,1.0,6.0,4.0,4,9,5,100.0,2,2,2,2.0,1.0,1,1,2,1,0.0,2,4,3.0,7,60.483215384615384
3377,2,2.0,5,3,117,1,2.0,2.0,1.0,0.0,4,2,1,100.0,1,2,3,2.0,2.0,2,2,2,1,0.0,1,6,3.0,6,130.88916666666665
3378,6,2.0,9,3,1537,2,1.0,2.0,3.0,3.0,4,8,6,70.0,1,1,4,2.0,1.0,4,2,2,4,0.0,3,5,3.0,6,32.29735051546392
3379,4,2.0,8,3,3307,3,2.0,2.0,2.0,2.0,4,4,2,100.0,2,2,4,2.0,2.0,6,2,2,3,0.0,1,3,2.0,5,68.81957142857142
3385,3,2.0,5,2,3075,2,1.0,2.0,1.0,2.0,4,4,2,100.0,2,2,3,2.0,2.0,5,2,2,3,2.0,1,3,2.0,4,9.955252525252526
3387,2,0.0,7,2,3461,3,2.0,2.0,2.0,2.0,4,3,1,100.0,2,2,3,2.0,2.0,1,2,2,1,0.0,2,3,0.0,2,187.685
3388,5,2.0,7,3,1138,2,1.0,2.0,1.0,2.0,4,6,1,100.0,1,2,3,2.0,1.0,1,2,2,5,0.0,2,5,1.0,4,73.91169696969698
3391,2,11.0,8,1,7047,3,2.0,2.0,5.0,5.0,4,4,1,100.0,2,5,4,2.0,2.0,4,2,2,4,0.0,2,4,3.0,9,55.91037037037037
3397,2,2.0,5,3,153,1,2.0,2.0,2.0,2.0,4,2,1,100.0,2,2,3,2.0,2.0,2,2,2,3,0.0,1,3,2.0,7,189.7988
3405,5,2.0,2,1,5302,3,2.0,2.0,5.0,5.0,4,7,1,100.0,2,2,1,2.0,2.0,5,2,2,3,2.0,2,4,3.0,8,70.64671875
3408,6,2.0,6,2,4256,3,2.0,2.0,3.0,3.0,4,7,11,90.0,2,2,3,2.0,2.0,1,2,2,1,0.0,1,4,3.0,1,172.72076530612244
3410,6,2.0,2,1,5195,3,0.0,0.0,2.0,2.0,4,7,4,100.0,2,2,1,0.0,0.0,6,2,2,1,0.0,2,3,3.0,10,69.54616176470589
3416,7,11.0,2,1,3558,3,1.0,2.0,3.0,3.0,4,8,4,90.0,1,3,1,2.0,1.0,1,2,2,8,0.0,1,5,4.0,6,95.744825
3422,5,2.0,3,1,6813,3,2.0,2.0,2.0,2.0,4,7,3,100.0,2,2,2,2.0,2.0,6,2,2,2,2.0,2,4,3.0,7,104.47684444444444
3425,7,2.0,3,1,4749,3,0.0,0.0,2.0,2.0,4,8,4,100.0,2,2,2,0.0,0.0,6,2,2,3,0.0,2,4,2.0,10,76.57343269230769
3435,5,9.0,9,3,825,3,2.0,2.0,5.0,5.0,4,6,2,95.0,2,3,4,2.0,2.0,1,2,2,2,1.0,1,3,2.0,6,30.45449275362319
3436,3,2.0,3,1,5912,3,2.0,2.0,1.0,1.0,4,5,2,100.0,2,3,2,2.0,2.0,4,2,2,4,2.0,2,3,3.0,6,36.591
3437,2,3.0,4,1,5114,2,2.0,2.0,1.0,2.0,4,2,2,100.0,2,2,2,2.0,2.0,4,2,2,3,0.0,3,4,2.0,3,53.2262962962963
3438,2,2.0,9,3,1332,1,2.0,2.0,1.0,1.0,4,2,1,100.0,1,5,4,2.0,2.0,2,2,2,1,0.0,1,5,2.0,5,331.5896
3440,10,0.0,2,7,3301,3,1.0,2.0,3.0,4.0,4,11,995,90.0,2,2,1,2.0,1.0,5,1,2,1,0.0,1,4,0.0,2,58.03740333333333
3441,5,0.0,3,1,5177,3,1.0,1.0,2.0,2.0,4,6,5,100.0,1,2,2,2.0,1.0,6,2,2,1,0.0,2,5,0.0,1,56.79932258064516
3447,4,4.0,6,3,1781,3,1.0,2.0,2.0,1.0,4,6,2,100.0,1,2,3,2.0,2.0,1,2,1,1,0.0,3,7,1.0,3,173.88916
3448,7,2.0,9,5,1839,3,1.0,2.0,2.0,3.0,4,8,2,85.0,2,2,4,2.0,1.0,4,2,2,2,0.0,1,4,3.0,7,74.50347727272727
3462,2,2.0,6,2,1884,1,2.0,2.0,1.0,1.0,4,2,2,100.0,2,5,3,2.0,1.0,4,2,2,1,1.0,1,3,2.0,6,61.641290322580645
3465,3,2.0,5,3,823,3,0.0,0.0,1.0,5.0,4,3,1,100.0,2,2,3,0.0,0.0,4,2,2,1,0.0,1,3,3.0,10,16.24731707317073
3474,6,2.0,1,1,5918,3,2.0,2.0,2.0,4.0,4,7,3,100.0,2,9,1,2.0,2.0,1,1,2,3,0.0,1,3,3.0,3,45.99537931034483
3476,3,1.0,9,3,657,3,2.0,2.0,2.0,2.0,4,5,2,100.0,2,3,4,2.0,2.0,6,2,2,1,0.0,1,5,3.0,6,199.4887878787879
3478,6,11.0,9,3,1287,2,2.0,2.0,5.0,5.0,4,8,4,92.0,1,2,4,2.0,2.0,1,2,2,1,0.0,2,5,5.0,6,45.46792857142857
3484,3,2.0,2,2,4758,3,2.0,2.0,2.0,2.0,4,2,2,75.0,1,3,1,1.0,2.0,4,2,2,3,2.0,1,3,3.0,3,35.450196078431375
3485,8,0.0,3,1,4660,3,2.0,2.0,3.0,3.0,4,9,995,75.0,1,3,2,2.0,1.0,1,2,2,1,0.0,3,5,0.0,2,98.1142191780822
3490,2,0.0,6,2,2053,3,2.0,2.0,2.0,2.0,4,5,1,100.0,1,2,3,2.0,2.0,1,2,2,1,0.0,1,3,0.0,1,93.6306
3491,4,11.0,8,1,6341,3,2.0,2.0,3.0,3.0,4,4,1,100.0,1,9,4,2.0,2.0,5,2,1,1,0.0,2,7,3.0,8,143.2169523809524
3500,3,2.0,5,2,2287,3,2.0,2.0,5.0,5.0,4,2,2,100.0,1,1,3,2.0,2.0,2,2,2,1,2.0,2,3,2.0,5,27.233492063492065
3502,4,2.0,3,1,5649,3,2.0,2.0,2.0,2.0,4,6,1,100.0,2,2,2,2.0,2.0,6,2,2,3,2.0,2,5,3.0,6,72.252
3504,2,0.0,1,1,6235,2,1.0,2.0,1.0,3.0,4,3,3,75.0,2,2,1,2.0,2.0,6,2,2,4,0.0,2,3,0.0,3,65.08307692307692
3509,2,1.0,1,1,4461,3,2.0,2.0,1.0,2.0,4,2,3,100.0,1,3,1,2.0,2.0,3,2,2,4,2.0,2,5,3.0,7,77.9844
3513,2,2.0,9,1,5840,3,1.0,2.0,6.0,6.0,4,2,1,100.0,2,3,4,2.0,1.0,6,2,2,1,0.0,2,3,2.0,2,20.772068965517242
3515,2,2.0,9,3,1093,2,1.0,2.0,2.0,2.0,4,3,1,100.0,1,9,4,2.0,1.0,1,2,2,1,0.0,1,3,2.0,4,169.98025
3516,7,2.0,9,3,1134,3,2.0,2.0,4.0,4.0,4,7,6,100.0,2,2,4,2.0,1.0,6,1,2,2,0.0,1,4,3.0,5,77.78546376811595
3532,2,1.0,8,1,6741,3,2.0,2.0,1.0,1.0,4,4,1,100.0,2,5,4,2.0,2.0,4,2,2,1,0.0,2,3,2.0,7,102.62024691358025
3534,9,5.0,5,2,4101,3,1.0,2.0,3.0,4.0,4,10,11,100.0,2,8,3,2.0,1.0,6,1,2,2,2.0,3,4,4.0,4,82.80831444444445
3536,2,2.0,8,1,5057,3,2.0,2.0,2.0,1.0,4,3,1,100.0,1,5,4,2.0,2.0,5,2,2,4,0.0,1,4,2.0,7,58.646185567010306
3543,3,2.0,9,1,6040,3,2.0,2.0,5.0,5.0,4,3,2,100.0,2,3,4,2.0,2.0,6,2,2,1,0.0,2,3,3.0,3,25.326
3546,6,2.0,9,3,1012,3,2.0,2.0,3.0,2.0,4,8,4,80.0,2,10,4,2.0,2.0,1,2,2,1,0.0,3,4,4.0,3,70.00941509433962
3558,7,2.0,5,2,3874,3,2.0,2.0,3.0,3.0,4,7,7,82.0,2,1,3,2.0,1.0,6,2,2,1,0.0,2,4,4.0,7,121.10469
3562,8,2.0,5,2,3241,3,2.0,2.0,2.0,2.0,4,10,11,100.0,2,1,3,2.0,2.0,6,2,2,1,0.0,3,5,3.0,8,80.76452222222223
3565,6,2.0,9,3,2010,2,1.0,2.0,2.0,3.0,4,8,4,95.0,1,3,4,2.0,2.0,9,2,2,4,0.0,2,5,3.0,6,105.03773214285714
3568,6,2.0,5,2,2316,3,2.0,2.0,3.0,2.0,4,7,3,100.0,2,10,3,2.0,2.0,4,2,2,1,2.0,3,3,6.0,7,54.0916
3575,2,2.0,6,2,3520,3,1.0,1.0,5.0,5.0,4,2,2,100.0,2,10,3,2.0,1.0,5,2,2,4,0.0,2,2,2.0,1,1.6095
3576,8,2.0,5,2,3175,3,2.0,2.0,2.0,2.0,4,10,11,100.0,2,1,3,2.0,2.0,6,2,2,1,0.0,2,5,3.0,8,67.68580263157895
3577,4,9.0,1,1,3936,3,1.0,2.0,2.0,2.0,4,5,1,100.0,2,2,1,2.0,1.0,1,2,2,1,0.0,2,3,3.0,6,51.596385542168676
3581,5,9.0,5,3,1135,3,2.0,2.0,4.0,2.0,4,6,2,100.0,2,9,3,2.0,2.0,6,2,2,1,0.0,1,3,4.0,9,40.70416949152543
3584,9,2.0,3,1,5157,3,2.0,2.0,4.0,2.0,4,10,3,80.0,1,2,2,2.0,2.0,6,2,1,5,0.0,2,7,4.0,9,134.00222666666667
3587,8,2.0,2,1,4817,3,2.0,2.0,3.0,3.0,4,10,5,98.0,2,2,1,2.0,2.0,4,2,2,9,0.0,1,4,4.0,6,70.27512888888889
3595,10,6.0,5,7,1937,2,2.0,2.0,3.0,2.0,4,12,995,94.0,2,8,3,2.0,2.0,1,2,2,6,0.0,2,4,5.0,7,67.88395642857142
3597,5,2.0,8,3,1545,2,2.0,2.0,2.0,2.0,4,7,2,70.0,1,3,4,2.0,2.0,6,2,2,2,0.0,2,5,3.0,8,52.158227272727274
3599,3,6.0,3,1,5342,3,2.0,2.0,1.0,1.0,4,3,1,100.0,1,3,2,2.0,2.0,4,2,2,1,0.0,2,3,1.0,5,36.205925925925925
3607,2,1.0,5,3,966,3,1.0,2.0,5.0,5.0,4,3,1,100.0,2,10,3,2.0,1.0,1,2,2,3,0.0,3,3,2.0,4,127.19222222222223
3610,9,11.0,8,1,4377,3,2.0,1.0,3.0,3.0,4,9,6,95.0,2,10,4,2.0,1.0,6,2,2,2,0.0,2,3,4.0,7,63.28196543606913
3611,2,2.0,8,3,1392,3,2.0,2.0,5.0,2.0,4,3,1,100.0,1,2,4,2.0,2.0,2,2,2,1,0.0,2,5,3.0,7,140.76085714285713
3612,7,11.0,3,1,5007,3,1.0,2.0,3.0,3.0,4,9,994,100.0,1,2,2,2.0,2.0,4,2,2,1,0.0,3,4,3.0,2,89.42675287356322
3619,2,2.0,3,1,6400,1,2.0,2.0,1.0,1.0,4,2,1,100.0,2,9,2,2.0,2.0,3,2,2,4,0.0,2,4,1.0,5,81.91736842105263
3628,5,1.0,9,3,1385,3,2.0,2.0,2.0,3.0,4,6,2,50.0,2,2,4,2.0,2.0,1,2,2,3,0.0,1,4,3.0,8,56.23673529411765
3632,2,1.0,7,3,2708,3,1.0,1.0,2.0,1.0,4,2,1,100.0,1,2,3,1.0,1.0,5,2,2,1,0.0,3,3,2.0,5,55.13263157894737
3633,6,0.0,3,1,5567,3,1.0,2.0,2.0,2.0,4,7,2,75.0,2,9,2,2.0,2.0,6,2,2,9,0.0,2,4,0.0,9,64.91680769230769
3635,8,1.0,7,3,859,2,1.0,2.0,3.0,2.0,4,9,994,60.0,1,2,3,2.0,1.0,1,2,2,3,0.0,2,5,3.0,6,28.1905675
3639,5,11.0,9,3,1137,1,1.0,2.0,2.0,2.0,4,7,4,80.0,1,2,4,2.0,2.0,6,2,2,1,0.0,3,5,3.0,4,54.48990769230769
3641,6,2.0,3,1,3782,3,1.0,2.0,3.0,3.0,4,8,6,100.0,2,10,2,2.0,1.0,6,2,2,1,0.0,2,3,2.0,6,78.85856923076923
3643,2,2.0,7,3,658,3,2.0,2.0,1.0,1.0,4,2,1,100.0,2,8,3,2.0,1.0,4,2,2,1,0.0,1,2,2.0,6,59.73307692307692
3645,2,2.0,4,1,6557,2,2.0,2.0,6.0,6.0,4,4,2,100.0,2,4,2,2.0,2.0,5,2,2,1,0.0,3,3,2.0,4,38.241
3647,4,2.0,5,2,3823,3,1.0,2.0,5.0,5.0,4,5,3,100.0,2,3,3,2.0,2.0,5,2,2,1,0.0,2,4,3.0,6,55.075272727272726
3650,2,1.0,2,1,6288,3,2.0,2.0,1.0,2.0,4,2,2,100.0,2,2,1,2.0,2.0,4,2,2,3,0.0,1,3,1.0,1,169.743
3652,2,1.0,8,1,4069,3,2.0,2.0,2.0,2.0,4,3,2,60.0,2,2,4,2.0,2.0,5,2,2,4,0.0,1,4,2.0,4,51.746153846153845
3658,2,1.0,5,2,4309,3,1.0,2.0,5.0,5.0,4,3,2,100.0,2,10,3,2.0,1.0,5,2,2,4,3.0,1,3,3.0,1,47.29090909090909
3664,4,2.0,6,3,1664,3,2.0,2.0,2.0,2.0,4,6,2,100.0,1,9,3,1.0,2.0,1,2,2,1,0.0,3,4,1.0,6,94.91685
3665,10,3.0,4,7,6580,3,2.0,2.0,3.0,3.0,4,12,9,100.0,1,2,2,2.0,2.0,1,2,2,2,0.0,2,5,5.0,8,72.10197785714286
3678,5,2.0,3,1,4359,3,2.0,2.0,2.0,3.0,4,5,3,100.0,2,5,2,2.0,2.0,6,2,2,1,0.0,1,2,4.0,6,100.28589655172414
3680,4,4.0,9,5,5451,3,1.0,2.0,3.0,1.0,4,6,2,100.0,2,10,4,2.0,2.0,2,2,2,1,0.0,1,3,4.0,5,167.9199375
3682,5,2.0,4,2,4275,3,2.0,2.0,1.0,2.0,4,7,1,100.0,1,2,2,2.0,2.0,4,2,2,1,0.0,3,3,3.0,6,106.7315
3685,8,8.0,4,2,4405,3,2.0,2.0,3.0,3.0,4,8,6,100.0,2,3,2,2.0,2.0,6,2,2,1,0.0,1,3,3.0,3,100.36569811320754
3693,2,2.0,5,3,438,3,2.0,2.0,1.0,2.0,4,3,1,100.0,1,1,3,2.0,2.0,4,2,2,1,0.0,1,4,3.0,9,106.84063829787235
3694,7,1.0,7,3,884,3,2.0,2.0,4.0,6.0,4,8,12,95.0,1,2,3,2.0,1.0,7,2,2,6,0.0,3,4,4.0,6,50.15142134831461
3695,2,2.0,7,3,667,3,2.0,2.0,1.0,2.0,4,3,1,100.0,2,3,3,1.0,2.0,4,2,2,1,0.0,1,4,2.0,9,31.865
3696,6,11.0,9,3,1168,3,2.0,2.0,1.0,2.0,4,7,2,90.0,1,2,4,2.0,2.0,1,2,2,1,0.0,1,3,6.0,4,130.54316666666668
3698,5,2.0,1,1,4625,3,1.0,2.0,2.0,2.0,4,6,5,75.0,2,9,1,2.0,1.0,6,2,2,1,0.0,3,4,5.0,1,93.8678
3705,7,2.0,3,1,5069,3,1.0,2.0,2.0,2.0,4,9,6,80.0,1,1,2,2.0,1.0,4,2,2,2,1.0,2,5,4.0,6,51.7884375
3706,2,2.0,8,1,6335,3,2.0,2.0,1.0,2.0,4,2,3,75.0,2,3,4,2.0,2.0,4,2,2,4,0.0,3,3,2.0,2,74.50628571428571
3707,9,0.0,5,2,3485,3,2.0,2.0,3.0,2.0,4,10,13,100.0,2,2,3,2.0,2.0,1,2,2,6,0.0,2,4,0.0,9,76.93844285714286
3715,8,2.0,8,1,4356,3,1.0,2.0,3.0,3.0,4,8,994,88.0,1,2,4,2.0,1.0,1,2,2,3,0.0,2,4,5.0,6,42.24455
3719,9,2.0,5,3,80,1,1.0,2.0,5.0,0.0,4,9,995,78.0,1,2,3,2.0,2.0,1,2,2,3,0.0,1,5,5.0,6,76.89053833333334
3720,7,9.0,3,1,5504,3,1.0,2.0,2.0,6.0,4,8,3,100.0,1,5,2,2.0,1.0,1,2,2,1,0.0,2,4,3.0,6,71.39114615384615
3724,6,2.0,9,5,4641,3,2.0,2.0,2.0,2.0,4,8,2,100.0,1,1,4,2.0,2.0,6,2,1,3,1.0,2,7,4.0,7,121.65366666666667
3737,2,2.0,2,1,4395,3,2.0,2.0,1.0,2.0,4,2,2,75.0,2,3,1,2.0,2.0,4,2,2,4,0.0,2,3,2.0,7,89.08651162790697
3739,6,11.0,9,3,1336,1,1.0,2.0,3.0,2.0,4,8,6,95.0,1,2,4,2.0,1.0,7,2,2,6,0.0,1,5,5.0,5,65.31804
3751,9,2.0,5,2,3898,3,2.0,2.0,3.0,4.0,4,8,9,100.0,2,8,3,2.0,2.0,1,1,2,9,0.0,1,4,3.0,3,45.975728333333336
3755,7,2.0,9,3,1494,1,2.0,2.0,5.0,2.0,4,4,1,68.0,1,2,4,2.0,2.0,1,2,1,2,2.0,1,7,4.0,6,56.73989260107399
3756,2,4.0,7,2,3000,3,2.0,2.0,5.0,5.0,4,2,1,100.0,1,2,3,2.0,2.0,4,2,2,1,0.0,1,4,1.0,9,36.3716
3758,5,3.0,5,3,319,3,1.0,2.0,2.0,2.0,4,7,2,75.0,1,2,3,2.0,1.0,1,2,1,3,0.0,1,7,3.0,6,29.919433333333334
3766,4,5.0,4,1,6576,3,1.0,1.0,2.0,1.0,4,5,2,100.0,2,5,2,1.0,1.0,5,2,2,4,0.0,2,3,2.0,9,13.68757142857143
3771,7,2.0,2,1,4967,3,1.0,2.0,3.0,3.0,4,8,5,92.0,1,2,1,2.0,1.0,6,2,1,1,0.0,2,7,4.0,6,82.34593650793651
3773,2,2.0,1,1,6159,3,2.0,2.0,1.0,2.0,4,2,1,100.0,1,10,1,2.0,2.0,4,2,2,4,0.0,2,2,2.0,8,112.176
3776,7,0.0,5,2,3342,3,2.0,2.0,5.0,5.0,4,7,12,95.0,1,1,3,2.0,2.0,4,2,2,2,0.0,1,4,0.0,6,39.00910625
3778,3,3.0,9,3,1175,3,2.0,2.0,2.0,2.0,4,5,2,100.0,1,2,4,2.0,2.0,1,2,2,4,2.0,1,4,3.0,6,98.39452109578085
3779,7,0.0,2,2,4042,3,2.0,2.0,2.0,3.0,4,8,994,100.0,1,1,1,2.0,2.0,6,2,1,1,0.0,2,7,0.0,2,44.382711538461535
3786,2,1.0,5,2,2660,2,1.0,1.0,1.0,5.0,4,2,3,50.0,1,2,3,2.0,1.0,4,2,2,1,0.0,1,3,3.0,1,18.4272
3792,4,9.0,8,1,5192,3,0.0,0.0,1.0,1.0,4,3,1,75.0,2,2,4,0.0,0.0,4,2,2,4,0.0,2,3,3.0,10,43.97746031746032
3794,4,2.0,1,1,5009,3,1.0,2.0,5.0,5.0,4,5,2,100.0,1,2,1,2.0,1.0,6,2,2,1,2.0,2,6,3.0,4,37.773066666666665
3797,2,0.0,7,2,3763,3,2.0,2.0,1.0,2.0,4,2,1,100.0,2,2,3,2.0,2.0,6,2,2,1,0.0,1,2,0.0,3,88.25575
3806,3,10.0,3,1,5530,3,2.0,2.0,1.0,2.0,4,3,1,80.0,1,9,2,2.0,2.0,6,2,2,3,0.0,2,4,2.0,5,76.5013559322034
3812,3,11.0,3,1,5461,2,2.0,2.0,2.0,2.0,4,5,3,100.0,1,2,2,2.0,2.0,1,2,2,3,0.0,2,4,3.0,8,136.7624528301887
3821,8,2.0,5,2,2675,3,1.0,1.0,3.0,2.0,4,8,10,64.0,1,2,3,2.0,1.0,5,2,1,2,0.0,2,7,5.0,6,56.45565772171139
3824,4,1.0,7,2,3394,3,1.0,1.0,5.0,2.0,4,5,2,95.0,2,2,3,2.0,1.0,6,2,2,4,0.0,3,3,3.0,9,53.3946301369863
3831,10,2.0,5,7,4842,3,1.0,1.0,3.0,3.0,4,11,5,100.0,2,8,3,1.0,1.0,1,2,2,2,0.0,2,4,3.0,3,52.372124285714285
3833,4,2.0,5,2,4355,3,2.0,2.0,3.0,3.0,4,4,2,45.0,1,3,3,2.0,2.0,6,2,2,3,0.0,2,4,2.0,4,106.79232432432433
3841,3,2.0,6,3,2194,2,2.0,2.0,5.0,5.0,4,2,1,100.0,2,3,3,2.0,2.0,5,2,2,5,0.0,2,3,1.0,4,17.917833333333334
3842,8,2.0,2,2,3912,3,2.0,2.0,3.0,4.0,4,8,13,90.0,1,5,1,2.0,1.0,6,2,2,3,0.0,2,4,2.0,3,53.69938064516129
3848,8,2.0,9,5,2019,3,0.0,0.0,3.0,3.0,4,8,8,80.0,2,2,4,0.0,0.0,6,2,2,6,0.0,2,4,6.0,10,60.86524137931035
3852,2,2.0,3,1,6683,3,1.0,2.0,1.0,1.0,4,2,3,100.0,1,3,2,2.0,2.0,1,2,2,1,0.0,3,4,2.0,2,104.00901098901099
3853,8,2.0,2,1,3555,3,2.0,2.0,3.0,3.0,4,10,994,100.0,2,9,1,2.0,2.0,6,1,2,1,0.0,2,3,3.0,7,67.8373
3860,10,2.0,2,7,3810,3,1.0,2.0,3.0,3.0,4,10,994,95.0,1,8,1,1.0,1.0,6,2,1,1,0.0,2,7,6.0,5,80.53497666666667
3877,9,2.0,2,2,4916,2,2.0,2.0,2.0,4.0,4,10,995,100.0,1,3,1,2.0,2.0,6,1,1,1,0.0,2,7,4.0,6,29.74114125
3880,7,2.0,8,3,709,1,2.0,2.0,5.0,3.0,4,7,5,100.0,1,2,4,2.0,2.0,6,2,2,6,0.0,2,3,5.0,7,37.21230303030303
3891,4,0.0,5,2,2708,3,2.0,2.0,2.0,2.0,4,6,5,100.0,2,3,3,2.0,2.0,4,2,2,1,2.0,2,4,0.0,7,49.56580281690141
3896,7,11.0,8,1,5053,3,2.0,2.0,3.0,3.0,4,8,4,100.0,1,2,4,2.0,2.0,6,2,1,2,0.0,2,7,5.0,5,88.19493037974684
3901,4,2.0,5,2,3470,3,0.0,0.0,2.0,2.0,4,5,2,80.0,2,2,3,0.0,0.0,5,2,2,5,0.0,2,4,2.0,10,26.07392857142857
3905,3,9.0,5,2,1867,3,2.0,2.0,5.0,5.0,4,4,1,100.0,1,1,3,2.0,2.0,5,2,1,4,0.0,2,7,2.0,7,132.90984126984128
3906,2,9.0,9,1,6122,3,2.0,2.0,1.0,1.0,4,4,1,100.0,2,2,4,2.0,2.0,3,2,2,4,0.0,2,3,3.0,7,51.85111111111111
3907,8,2.0,7,3,828,1,1.0,2.0,3.0,3.0,4,8,994,30.0,2,3,3,1.0,1.0,1,2,2,3,0.0,1,4,6.0,5,35.04423116883117
3918,6,2.0,7,3,946,2,2.0,2.0,4.0,2.0,4,6,4,100.0,1,1,3,2.0,2.0,1,2,2,1,0.0,2,5,2.0,7,38.70889855072464
3924,2,2.0,7,3,481,3,2.0,2.0,2.0,2.0,4,4,2,100.0,2,3,3,2.0,2.0,1,2,2,1,0.0,2,3,3.0,7,64.12782608695652
3926,8,2.0,5,2,4460,3,1.0,2.0,2.0,2.0,3,8,9,90.0,2,1,3,2.0,1.0,1,2,2,6,0.0,2,4,4.0,6,59.606922727272725
3927,2,2.0,5,2,3504,3,1.0,1.0,1.0,2.0,4,3,2,100.0,2,3,3,2.0,1.0,4,2,2,4,0.0,2,3,2.0,1,54.48434782608695
3928,3,2.0,9,3,752,2,2.0,2.0,2.0,2.0,4,5,2,100.0,2,3,4,2.0,1.0,4,2,2,4,0.0,1,4,3.0,6,51.422985074626865
3935,2,0.0,7,3,349,3,2.0,2.0,2.0,2.0,4,2,1,100.0,1,3,3,2.0,2.0,4,2,2,1,2.0,1,3,0.0,6,94.07384615384615
3947,3,2.0,9,3,2661,3,1.0,2.0,1.0,1.0,4,4,1,100.0,2,10,4,2.0,2.0,2,2,2,1,0.0,2,3,3.0,5,194.685
3948,6,2.0,5,2,4418,3,2.0,2.0,5.0,5.0,4,6,4,85.0,1,2,3,2.0,2.0,4,2,2,1,0.0,2,4,3.0,9,20.200557894736843
3954,6,11.0,6,2,1759,3,1.0,2.0,1.0,2.0,4,7,4,90.0,2,2,3,2.0,2.0,6,2,2,1,0.0,3,4,5.0,5,76.81718072289156
3958,7,2.0,7,3,1082,3,2.0,2.0,3.0,2.0,4,9,6,95.0,1,2,3,2.0,1.0,1,2,2,3,0.0,1,4,6.0,6,61.86599242424242
3968,3,2.0,3,1,6664,3,2.0,2.0,1.0,3.0,4,5,2,90.0,2,3,2,2.0,1.0,6,2,2,3,0.0,1,4,3.0,5,61.01916666666666
3983,7,2.0,3,2,4382,3,1.0,2.0,2.0,2.0,4,9,5,100.0,1,2,2,2.0,1.0,6,2,2,2,0.0,2,5,4.0,6,85.99529891304348
3987,6,2.0,9,3,1388,3,2.0,2.0,5.0,3.0,4,7,3,80.0,1,2,4,2.0,2.0,1,2,2,7,0.0,1,5,4.0,8,56.786264274714505
3990,8,0.0,3,1,5222,3,1.0,2.0,3.0,4.0,4,10,995,85.0,1,2,2,2.0,1.0,6,1,2,2,0.0,2,4,0.0,4,95.108566
