ID,PublicORResidential,city,principleActivity,ClimateZone,BuildingArea,numFloorAbove,numFloorBelow,WWR_South,WWR_North,WWR_East,WWR_West,ExWindowHTC,SC,RoofHTC,ExWallHTC,exWinAirtightness,HeatingLoad,CoolingLoad
710,0,yancheng,3,3,50812,15,10,0.37,0.37,0.42,0.39,2.4,0.43,0.43,0.54,3,50.53,53.77
711,1,yangzhou,7,3,3819,6,6,0.41,0.3,0.11,0.11,2.58,0.58,0.511,0.728,6,18.27,17.22
712,1,lianyungang,7,2,12608,16,2,0.16,0.25,0.04,0.04,2.4,0.04,0.483,0.705,6,15.91,19.76
713,1,suzhou,7,3,5593,6,1,0.18,0.23,0.17,0.12,2.4,0.4,0.51,0.89,2,9.24,14.57
714,1,xuzhou,7,2,3052,7,7,0.32,0.23,0.02,0.03,2.5,0.83,0.41,0.44,6,16.4,27.3
715,0,yancheng,6,3,3969,2,2,0.01,0.01,0.29,0.15,2.9,0.4,0.62,0.69,3,68.97,78.1
716,1,suzhou,7,3,6071,6,6,0.4,0.32,0,0,2.6,0.42,0.7,0.75,7,13.82,22.85
717,1,suzhou,7,3,3151,8,8,0.23,0.22,0,0,3,0.47,0.47,0.49,4,15.53,5.69
718,1,xuzhou,7,2,5301,12,2,0.39,0.29,0.09,0.09,2.8,0.25,0.47,0.78,6,14.5,35.22
719,1,yancheng,7,3,14057,2,2,0.36,0.2,0.1,0.11,2.4,0.25,0.52,0.7,6,8.57,21.26
720,0,suzhou,3,3,7405,2,1,0.57,0.73,0.48,0.8,1.7,0.37,0.52,0.43,4,78.29,112.42
721,1,suzhou,7,3,2774,6,1,0.35,0.23,0.06,0.06,3.2,0.23,0.47,0.92,6,19.98,32.55
722,1,taizhou,7,3,11969,18,6,0.34,0.19,0.06,0.06,2.08,0.78,0.59,0.55,6,1.36,2.91
723,1,changzhou,7,3,4290,2,6,0.27,0.2,0.07,0.07,3.2,0.07,0.69,0.66,6,12.32,21.38
724,0,wuxi,6,3,4060,4,4,0.27,0.23,0.15,0.12,2.9,0.62,0.573,0.684,6,34.61,64.03
725,0,yancheng,3,3,1602,3,3,0,0.13,0.23,0.48,1.73,0.38,0.47,0.59,1,92.03,85.07
726,0,suzhou,1,3,23499,22,2,0.34,0.36,0.05,0.3,3.2,0.4,0.573,0.565,0,23.14,53.75
727,1,xuzhou,8,2,18330,18,1,0.36,0.33,0.09,0.09,2.1,0.4,0.81,0.76,6,17.64,11.43
728,0,wuxi,1,3,22477,13,3,0.57,0.41,0.45,0.36,2.27,0.36,0.38,0.572,6,42.54,51.22
729,0,suzhou,4,3,52785,0,0,0.43,0.42,0.31,0.42,2.3,0.26,0.55,0.5,4,9.26,9.26
730,1,suqian,7,3,6221,2,2,0.4,0.24,0.1,0.1,2.9,0.1,0.67,0.69,4,20.37,27.15
731,0,wuxi,3,3,37487,2,2,0.15,0.15,0.14,0.14,2.5,0.36,0.62,0.9,6,29.72,63.69
732,0,wuxi,3,3,13909,8,8,0.33,0.28,0.1,0.12,3.2,0.62,0.58,0.58,3,23.34,60.28
733,1,0jing,7,3,10982,0,0,0.46,0.31,0.03,0.03,2.5,0.84,0.551,1.05,4,27.49,34.06
734,1,0jing,7,3,1765,6,2,0.21,0.24,0.05,0.05,2.8,0.86,0.61,0.73,3,35.71,53.12
735,0,xuzhou,3,2,33974,6,30,0.69,0.67,0.68,0.7,1.9,0.37,0.394,0.327,3,6.39,56.43
736,0,wuxi,3,3,35096,12,1,0.68,0.56,0.67,0.47,2.8,0.31,0.67,0.96,6,38.62,66.54
737,1,xuzhou,7,2,15504,2,2,0.23,0.32,0.02,0.01,2.3,0.23,0.58,0.52,3,32.86,0
738,1,changzhou,7,3,10638,6,6,0.35,0.28,0.02,0.06,1.45,0.71,0.69,0.94,6,16.61,34.6
739,0,suzhou,1,3,3871,3,3,0.37,0.18,0.41,0.42,1.6,0.2,0.62,0.78,3,87.92,162.57
740,0,wuxi,3,3,37346,3,3,0.45,0.45,0.42,0.51,2.52,0.49,0.548,0.588,3,12.6,44.61
741,0,suzhou,3,3,26090,3,0,0.89,0.83,0.81,0.69,2.3,0.4,0.41,0.43,1,99.05,124.75
742,1,lianyungang,7,2,4734,6,6,0.4,0.22,0.12,0.12,3,0.65,0.493,0.932,4,25.07,22.51
743,0,suzhou,4,3,3972,2,1,0.25,0.25,0.33,0.29,3,0.5,0.47,0.47,1,29.97,53.62
744,1,suzhou,7,3,3507,6,6,0.37,0.29,0.07,0.07,2.8,0.44,0.48,0.77,6,38.18,57.53
745,1,suzhou,7,3,16678,12,1,0.47,0.4,0.16,0.28,2.2,0.28,0.47,0.7,6,15.02,25.31
746,1,zhenjiang,7,3,2741,3,4,0.34,0.19,0.06,0.06,3,0.75,0.514,0.672,6,16.74,12.38
747,1,lianyungang,7,2,16305,27,7,0.43,0.21,0.11,0.04,2.3,0.4,0.43,0.61,6,15.17,20.12
748,1,suqian,7,3,2406,1,1,0.11,0.19,0.03,0.04,3,0.86,0.94,0.87,4,5.51,5.01
749,1,yancheng,7,3,6945,17,6,0.12,0.07,0.01,0.01,2.02,0.84,0.53,0.5,6,26.61,31.68
750,1,yancheng,7,3,11559,17,7,0,0.15,0.24,0.05,2.26,0.36,0.58,0.93,6,13.67,21.19
751,0,zhenjiang,1,3,96126,5,2,0.55,0.39,0.57,0.54,2.984,0.57,0.594,0.737,3,17.47,39.64
752,1,0jing,7,3,12628,16,1,0.46,0.39,0.1,0.09,1.19,0.3,0.72,0.59,6,5.98,9.75
753,0,yancheng,1,3,5220,7,7,0.26,0.25,0.19,0.26,1.72,0.48,0.63,0.83,2,77.06,90.11
754,1,suzhou,7,3,3638,5,1,0.38,0.22,0,0,2,0.65,0.44,0.56,6,27.41,31.02
755,1,wuxi,7,3,793,3,3,0.09,0.1,0.09,0.09,3,0.09,0.6,0.56,4,13.88,12.3
756,0,suzhou,3,3,2867,3,3,0.47,0.24,0.26,0.12,2.1,0.46,0.81,0.93,4,111.92,111.92
757,1,taizhou,7,3,9703,6,6,0.38,0.24,0,0,2.89,0.5,0.57,0.78,6,5.97,5.97
758,0,0jing,3,3,16624,9,1,0.69,0.6,0.61,0.58,2.5,0.37,0.689,0.799,3,23.6,76.66
759,0,wuxi,6,3,13902,6,6,0.11,0.16,0.1,0.1,1.7,0.4,0.727,0.674,6,20.46,50.65
760,1,lianyungang,7,2,3372,6,6,0.37,0.24,0.16,0.08,2.5,0.65,0.546,0.782,6,41.89,27.19
761,1,lianyungang,7,2,710,6,6,0,0,0.12,0.1,2.3,0.83,0.307,0.553,6,30.63,11.29
762,0,suzhou,3,3,28183,28,2,0.89,0.84,0.88,0.87,2.4,0.5,0.59,0.85,3,113.74,171.86
763,1,zhenjiang,7,3,2795,10,0,0.41,0.23,0.03,0.04,2.4,0.24,0.557,0.577,6,13.7,11.69
764,1,suzhou,7,3,8417,6,1,0.34,0.37,0.08,0.07,3.02,0.78,0.47,0.62,4,46.57,65.8
765,0,taizhou,3,3,16915,7,7,0.26,0.29,0.17,0.3,2.6,0.5,0.61,0.613,6,24.82,61.5
766,1,yancheng,7,3,11024,24,2,0,0,0.3,0.16,2.4,0.5,0.5,0.76,6,11.15,17.31
767,1,suzhou,7,3,647,6,6,0.32,0.15,0.1,0.2,0,0.84,0.47,0.8,6,25.32,0
768,0,wuxi,3,3,37703,11,2,0.27,0.47,0.29,0.4,2.3,0.32,0.557,0.702,6,44.16,0
769,0,0jing,4,3,29287,3,8,0.65,0.64,0.5,0.75,2.2,0.22,0.6,0.59,3,33.78,71.87
770,1,huaian,7,3,6605,9,1,0.3,0.28,0.11,0.18,2.51,0.23,0.55,0.69,6,18.64,28.43
771,1,suqian,6,3,4845,9,1,0.17,0.22,0.18,0.18,3,0.86,0.89,1.12,6,3.67,4.51
772,0,taizhou,3,3,6863,2,2,0.01,0.19,0.43,0.12,3,0.58,0.589,0.747,6,19.13,48.34
773,1,wuxi,7,3,22798,24,1,0.33,0.32,0.01,0.01,2.4,0.4,0.71,0.72,6,12.59,9.91
774,0,suzhou,3,3,12193,4,4,0.21,0.23,0.14,0.65,1.4,0.21,0.7,0.61,3,71.2,110.05
775,1,yancheng,7,3,9968,14,5,0,0.31,0.03,0.17,2.4,0.56,0.62,0.72,6,15.89,38.74
776,0,wuxi,1,3,20788,6,7,0.4,0.4,0.18,0.05,3.4,0.69,0.671,0.848,4,33.32,63.66
777,1,suqian,7,3,4220,6,1,0.36,0.26,0.12,0.12,3,0.12,0.7,1.61,6,3.33,5.92
778,0,wuxi,7,3,3854,7,7,0.29,0.12,0.4,0.25,1.19,0.38,0.525,0.632,4,25.29,57.02
779,0,lianyungang,3,2,88091,2,1,0.05,0.05,0.33,0.33,2.4,0.63,0.36,0.34,4,3.73,3.73
780,1,wuxi,7,3,9613,2,2,0.18,0.21,0.17,0.15,2.7,0.5,0.598,0.781,5,14.97,13.3
781,0,changzhou,6,3,1701,2,2,0.29,0.33,0,0,1.41,0.9,0.71,0.9,6,34.68,49.43
782,1,wuxi,7,3,11894,31,1,0.43,0.25,0.02,0.02,2.2,0.33,0.49,0.49,6,11.06,7.55
783,1,wuxi,7,3,694,3,1,0.12,0.12,0.04,0.09,3,0.75,0.51,0.619,4,13.82,12.64
784,1,suzhou,7,3,3595,5,5,0.23,0.07,0.03,0.03,3.2,0.7,0.5,0.49,7,14.96,5.84
785,0,0jing,3,3,16641,6,1,0.86,0.64,0.4,0.6,1.7,0.48,0.759,0.517,4,12.42,45.08
786,1,xuzhou,7,2,4592,9,1,0.34,0.27,0.14,0.14,2.5,0.36,0.452,0.582,6,14.96,15.3
787,0,yancheng,1,3,24577,12,3,0.26,0.26,0.33,0.33,2.5,0.67,0.76,0.63,4,68.28,100.68
788,0,suzhou,5,3,75351,24,4,0.69,0.57,0.82,0.29,1.8,0.47,0.64,0.7,2,36.19,70.82
789,0,suzhou,3,3,28886,0,0,0.82,0.85,0.59,0.49,3.2,0.3,0.57,0.46,4,118.07,0
790,0,0jing,3,3,45714,9,9,0.62,0.71,0.01,0.08,2.7,0.67,0.43,0.75,6,148.74,172.56
791,0,xuzhou,3,2,25263,4,1,0.62,0.47,0.37,0.54,2.08,0.41,0.44,0.654,3,142.5,150.42
792,1,taizhou,7,3,15142,6,1,0.32,0.19,0.09,0.02,2.35,0.7,0.5,0.418,6,14.74,12.54
793,0,wuxi,3,3,1851,5,5,0.46,0.49,0,0,2.7,0.42,0.57,0.71,4,33.13,61.57
794,1,taizhou,7,3,3200,6,6,0.24,0.21,0.02,0.02,2.8,0.84,0.76,0.81,6,5.97,8.81
795,1,wuxi,7,3,4287,6,6,0.3,0.24,0.07,0.07,2.8,0.54,0.702,0.883,4,16.18,13.33
796,0,0jing,3,3,27951,23,1,0.72,0.7,0.65,0.69,2.4,0.32,0.53,0.76,4,117.88,143.18
797,1,yancheng,7,3,17868,24,4,0.32,0.16,0.08,0.07,2.4,0.43,0.56,0.79,6,25.21,39.05
798,0,wuxi,3,3,31543,2,1,0.29,0,0.14,0.21,2.6,0.38,0.521,0.593,3,39.52,69.04
799,0,xuzhou,3,2,25265,25,5,0.5,0.5,0.5,0.5,2,0.41,0.516,0.339,4,35.82,43.53
800,1,suzhou,7,3,5131,9,1,0.3,0.22,0.02,0.03,2.5,0.4,0.76,0.72,4,33.26,45.17
801,0,changzhou,1,3,8315,4,4,0.24,0.14,0.13,0.14,1.9,0.48,0.65,0.64,3,44.24,47.45
802,1,0tong,7,3,2622,5,0,0.44,0.3,0.14,0.14,3.2,0.35,1.67,0.91,6,23.58,34.25
803,0,wuxi,3,3,53374,18,8,0.38,0.25,0.38,0.28,2.1,0.2,0.407,0.592,1,10.38,39.28
804,1,lianyungang,7,2,8718,6,6,0.27,0.21,0.05,0.06,2.6,0.65,0.352,1.09,6,39.83,27.89
805,0,yangzhou,3,3,63455,19,1,0.28,0.3,0.12,0.15,2.6,0.32,0.705,0.626,6,13.7,41.42
1001,0,suzhou,3,3,18925,4,2,0.24,0.41,0.47,0.47,2.4,0.36,0.38,0.63,3,32.03,38.05
1002,1,yancheng,7,3,5406,9,1,0.35,0.1,0.33,0.19,2.3,0.77,0.57,1.5,6,15.52,36.62
1011,0,suzhou,4,3,38432,12,0,0.27,0.13,0.25,0.23,3,0.4,0.5,0.5,2,27.76,18.93
1012,0,wuxi,1,3,6312,3,0,0.07,0.29,0.5,0.35,2.7,0.5,0.671,0.956,6,17.47,56.5
1014,0,suzhou,3,3,40668,3,0,0.66,0.68,0.96,0.68,2.4,0.35,0.37,0.35,1,101.85,108.4
1015,1,lianyungang,7,2,2611,5,0,0.11,0.21,0.04,0.04,2.5,0.83,0.498,0.543,4,20.85,18.83
1016,1,suzhou,7,3,3278,5,0,0.24,0.38,0.02,0.02,2.89,0.72,0.57,0.84,6,23.86,27.24
1017,1,0jing,7,3,5615,20,0,0.4,0.3,0.02,0.02,2.7,0.5,0.77,1.12,6,13.55,2.98
1018,0,suqian,5,3,70429,18,0,0.27,0.26,0.29,0.27,2.6,0.49,0.43,0.47,6,78.26,119.43
1019,0,suzhou,3,3,10324,5,0,0.29,0.38,0.1,0.25,3.4,0.82,0.67,0.8,8,84.86,117.12
1021,0,xuzhou,1,2,60186,4,0,0.19,0.2,0.07,0.08,2.7,0.43,0.37,0.412,6,109.54,149.4
1022,1,changzhou,7,3,11892,33,0,0.35,0.26,0.14,0.14,2,0.14,0.51,0.62,6,9.02,15.22
1024,1,suzhou,7,3,1154,3,1,0.35,0.17,0.14,0.14,3,0.75,0.46,0.66,7,16.3,16.3
1025,1,suzhou,7,3,6754,10,0,0.32,0.28,0.02,0.02,3.2,0.49,0.64,0.84,6,18.56,30.59
1026,1,suzhou,7,3,6210,7,2,0.13,0.11,0.4,0.19,2.6,0.89,0.54,0.78,6,38.98,70.86
1027,1,suzhou,7,3,1007,3,1,0.3,0.15,0.06,0.09,2.4,0.42,0.45,0.65,7,13.93,20.14
1028,0,yancheng,3,3,1007,4,0,0.16,0.34,0.13,0.04,2.6,0.43,0.46,0.73,6,54.49,52.56
1029,0,wuxi,3,3,71476,23,0,0.56,0.57,0.54,0.58,2.4,0.26,0.641,0.731,1,14.63,41.39
1031,1,suzhou,7,3,7487,19,0,0.29,0.2,0.02,0.05,2.35,0.39,0.47,0.44,6,21.73,32.56
1032,1,wuxi,7,3,10114,24,0,0.37,0.27,0.1,0.08,2.4,0.31,0.562,0.626,6,31.94,36.54
1034,0,suzhou,3,3,30706,4,1,0.41,0.82,0.93,0.64,2.4,0.44,0.55,0.51,2,87.88,117.64
1035,0,suzhou,3,3,22269,20,1,0.55,0.54,0.48,0.48,2.4,0.4,0.55,0.65,6,111.9,135.65
1036,1,taizhou,7,3,3088,6,0,0.36,0.33,0.02,0.02,2.4,0.4,0.61,0.63,6,11.77,6.43
1037,1,taizhou,7,3,3515,4,0,0.31,0.23,0.03,0.03,3.2,0.84,0.5,0.82,4,7.21,7.01
1038,0,0tong,3,3,6843,6,0,0.64,0.58,0.4,0.65,2.4,0.4,0.69,0.78,3,92.96,126.29
1039,1,taizhou,7,3,3246,6,0,0.28,0.27,0,0,3.5,0.84,0.58,0.89,4,12.56,12.49
1041,0,yancheng,1,3,157615,5,0,0,0.06,0.04,0.28,2.48,0.59,0.46,0.71,3,19.13,20.35
1042,1,suqian,7,3,3620,5,0,0.46,0.28,0.06,0.06,3,0.86,0.7,1.61,6,3.9,5.88
1044,0,yangzhou,3,3,50210,12,0,0.4,0.38,0.31,0.31,2.6,0.41,0.636,0.609,1,65.98,70.86
1045,0,yancheng,3,3,6769,6,0,0.24,0.28,0.01,0.18,2.1,0.22,0.63,0.44,6,69.31,78.61
1048,0,0jing,3,3,45890,10,1,0.2,0.14,0.17,0.15,2.7,0.57,0.54,0.63,4,47.26,47.17
1049,1,wuxi,7,3,3159,5,0,0.31,0.23,0.02,0.02,2.8,0.43,0.54,0.849,4,14.49,12.6
1050,0,changzhou,1,3,2480,2,0,0.3,0.3,0.32,0.17,2.7,0.5,0.29,0.29,6,93.87,115.32
1051,0,0tong,1,3,24739,4,0,0.35,0.34,0.21,0.21,2.7,0.23,0.65,0.8,6,91.38,130.42
1052,0,yangzhou,5,3,224813,14,0,0.17,0.16,0.14,0.18,2.44,0.35,0.699,0.813,3,7.48,36.17
1054,0,lianyungang,3,2,24735,19,0,0.71,0.57,0.6,0.6,2.3,0.38,0.396,0.414,3,108.6,124.17
1055,1,suzhou,7,3,17323,24,1,0.33,0.23,0.11,0.09,1.8,0.4,0.39,0.45,4,27.96,49.42
1056,1,wuxi,7,3,9702,23,0,0.35,0.21,0.01,0.01,2.4,0.56,0.4,0.54,7,25.53,48.29
1058,1,zhenjiang,7,3,2864,6,0,0.4,0.24,0.05,0.05,2.4,0.48,0.592,0.697,6,18.01,11.78
1059,1,yancheng,7,3,9776,11,2,0.43,0.31,0.17,0.17,2.4,0.78,0.59,0.91,6,21.85,62.39
1060,0,suzhou,4,3,43630,8,0,0.31,0.23,0.26,0.22,1.9,0.26,0.67,0.53,3,45.82,82.56
1061,0,suzhou,3,3,1582,3,1,0.39,0.28,0.35,0.33,2.7,0.5,0.59,0.7,1,111.18,120.75
1062,1,suqian,7,3,5068,5,0,0.34,0.28,0.09,0.09,3,0.86,0.7,1.61,6,2.64,6.29
1064,0,xuzhou,5,2,67752,17,0,0.39,0.29,0.24,0.25,2.3,0.41,0.41,0.39,3,70.51,69.04
1065,0,0tong,3,3,20539,10,1,0.38,0.22,0.29,0.4,1.6,0.42,0.54,0.78,3,91.26,116.56
1066,0,suzhou,3,3,32341,12,1,0.18,0.17,0.08,0.08,2.6,0.55,0.54,0.64,4,17.05,0
1068,1,xuzhou,7,2,2174,4,0,0.25,0.18,0.05,0.05,2.6,0.5,0.428,0.513,6,17.89,11.82
1069,0,suzhou,3,3,22893,16,0,0.76,0.76,0.79,0.64,2.4,0.3,0.66,0.63,4,3.63,3.63
1071,1,suzhou,7,3,10378,18,1,0.28,0.16,0.02,0.02,2.5,0.7,0.49,0.71,7,14.32,5.88
1072,1,taizhou,7,3,12814,9,0,0.26,0.34,0.02,0.02,2.5,0.86,0.53,0.69,6,3.31,4.32
1074,1,huaian,7,3,4046,6,0,0.29,0.22,0.16,0.16,2.4,0.81,0.63,0.71,4,17.64,32.26
1075,1,zhenjiang,7,3,7967,19,0,0.36,0.26,0.11,0.11,2.3,0.2,0.35,0.547,6,18.14,11.51
1078,1,wuxi,7,3,2503,5,0,0.43,0.2,0.05,0.05,2.6,0.35,0.636,0.885,4,19.79,14.18
1079,1,0jing,3,3,7338,11,1,0.27,0.23,0.02,0.02,2.7,0.5,0.39,0.39,7,22.33,22.33
1081,1,wuxi,7,3,1400,3,0,0.34,0.25,0.07,0.07,2.4,0.44,0.33,0.56,6,23.82,40.99
1082,1,taizhou,7,3,3590,7,0,0.34,0.24,0.01,0.12,1.8,0.4,0.75,0.92,6,20.18,28.28
1083,1,0tong,7,3,4544,5,0,0.38,0.24,0.06,0.06,2,0.4,0.54,1.14,4,23.76,35.92
1084,1,yancheng,7,3,7452,9,1,0.25,0.12,0.02,0.02,2,0.77,0.46,0.44,6,14.72,32.65
1085,1,huaian,7,3,5402,6,0,0.33,0.22,0.17,0.17,3,0.81,0.61,1.1,6,16.78,27.35
1086,0,suzhou,3,3,2804,2,1,0.14,0.15,0.22,0.15,2.7,0.4,0.94,1.17,6,1.94,1.94
1087,1,yangzhou,7,3,3594,6,1,0.33,0.19,0,0,2.8,0.56,0.39,0.54,6,8.68,10.26
1088,0,zhenjiang,1,3,11054,4,1,0.35,0.34,0.29,0.25,2.5,0.52,0.64,0.46,7,35.26,68.73
1089,1,suzhou,7,3,28343,34,0,0.19,0.18,0.06,0.06,2.9,0.83,0.52,0.48,7,11.89,21.2
1091,1,lianyungang,7,2,6259,7,0,0.37,0.29,0.14,0.23,2.55,0.81,0.4,0.9,4,42.61,8.66
1092,1,0tong,7,3,12760,32,0,0.38,0.34,0.18,0.12,2.4,0.53,0.33,0.72,6,42.27,66.09
1093,0,yangzhou,3,3,33178,13,0,0.49,0.3,0.46,0.42,2.21,0.49,0.59,0.75,3,27.94,45.28
1094,0,yangzhou,1,3,121812,24,0,0.44,0.35,0.49,0.37,1.72,0.27,0.726,0.472,3,24.75,33.87
1095,0,taizhou,3,3,52956,16,1,0.55,0.5,0.28,0.28,1.7,0.36,0.799,0.335,3,14.14,48.44
1096,0,suzhou,4,3,20690,10,1,0.37,0.27,0.1,0.43,3.4,0.6,0.6,0.68,2,69.93,74.09
1097,1,yangzhou,7,3,14470,19,0,0.37,0.09,0.03,0.04,2.3,0.31,0.611,0.649,6,15.65,12.73
1098,0,zhenjiang,1,3,8194,4,0,0.81,0.36,0.38,0.36,1.84,0.47,0.56,0.83,4,44.67,41.49
1099,1,lianyungang,7,2,3869,10,0,0.32,0.15,0.12,0.14,2.6,0.84,0.431,0.948,7,29.4,30.11
1100,0,wuxi,3,3,174149,24,0,0.6,0.58,0.59,0.62,2.1,0.38,0.408,0.668,3,15.01,50.36
1101,1,lianyungang,7,2,7071,11,0,0.34,0.2,0.04,0.04,2.8,0.81,0.46,0.56,6,20.35,25.48
1102,0,suzhou,3,3,30153,5,0,0.58,0.57,0.16,0.1,2.9,0.43,0.59,0.66,3,76.26,112.71
1104,1,lianyungang,7,2,3580,4,0,0.05,0.11,0.01,0.01,2.9,0.83,0.378,0.648,7,21.82,14.3
1105,1,suzhou,7,3,5250,5,1,0.13,0.21,0.13,0.18,2.7,0.83,0.7,1.21,6,27.38,40.85
1106,0,suzhou,6,3,3963,5,0,0.47,0.63,0.06,5,2.5,0.38,0.69,0.85,6,70.09,76.54
1107,0,yangzhou,3,3,7997,5,0,0.57,0.28,0.36,0.4,2.7,0.14,0.618,0.619,3,22.14,47.9
1108,1,taizhou,7,3,4279,6,0,0.33,0.21,0.01,0.01,2.9,0.69,0.74,0.52,6,5.71,6.93
1109,0,yancheng,3,3,37587,22,0,0.85,0.85,0.85,0.85,2.2,0.33,0.57,0.44,3,42.58,60.16
1110,1,changzhou,7,3,6093,14,0,0.33,0.22,0.02,0.06,2.5,0.86,0.46,0.74,6,21.42,33.03
1111,1,zhenjiang,7,3,2986,7,0,0.2,0.27,0.1,0.1,2.8,0.83,0.62,0.93,4,12.22,16.92
1112,1,zhenjiang,7,3,6138,13,0,0.36,0.26,0.03,0.03,3,0.78,0.446,0.679,6,15.67,11.43
1114,0,suzhou,3,3,8797,5,1,0.85,0.69,0.72,0.68,2.4,0.4,0.5,0.7,1,40.78,46.67
1115,0,huaian,3,3,2186,4,0,0.16,0.39,0.19,0.11,2.9,0.62,0.55,0.83,6,147.57,169.85
1116,0,wuxi,5,3,107401,27,0,0.28,0.37,0.26,0.37,2.6,0.39,0.34,0.36,2,130.32,152.26
1117,0,xuzhou,2,2,46398,16,1,0.5,0.55,0.48,0.45,1.8,0.61,0.478,0.473,3,114.23,172.42
1118,0,suzhou,3,3,27664,12,1,0.32,0.28,0.38,0.38,2.4,0.45,0.53,0.73,6,89.91,101.39
1119,1,0tong,7,3,6331,6,0,0.45,0.24,0.07,0.07,3,0.6,0.64,1.14,4,24.23,35.18
1120,0,zhenjiang,1,3,27770,21,0,0.07,0.21,0.2,0.04,3,0.47,0.41,0.83,6,47.17,42.28
1121,1,huaian,7,3,9526,5,0,0,0,0.13,0.1,2.4,0.6,0.44,0.62,6,33.66,36.75
1122,0,0jing,3,3,42287,22,0,0.4,0.36,0.23,0.26,1.7,0.35,0.557,0.631,4,5.15,24.15
1124,1,lianyungang,7,2,9072,18,0,0.24,0.26,0.04,0.04,2.4,0.83,0.633,0.746,6,42.51,30.94
1125,1,suzhou,7,3,4480,5,0,0.34,0.23,0.08,0.13,2.4,0.36,0.51,0.71,6,14.52,22.53
1126,1,0jing,7,3,8616,9,0,0.26,0.2,0.07,0.06,2.96,0.67,0.607,0.856,6,20.01,11.06
1127,1,lianyungang,7,2,2446,6,0,0.34,0.25,0,0,2.6,0.65,0.445,0.888,4,32.62,21.24
1128,1,huaian,7,3,4131,6,0,0.42,0.3,0.02,0.02,2.31,0.84,0.45,1.1,4,38.61,62.87
1129,0,0jing,3,3,35849,23,2,0.65,0.65,0.64,0.67,1.79,0.65,0.6,0.41,3,35.9,98.28
1130,0,yancheng,3,3,25832,16,1,0.7,0.68,0.36,0.41,2.32,0.534,0.49,0.57,1,88.47,89.58
1131,1,suzhou,7,3,609,2,1,0.33,0.3,0.06,0.15,3.2,0.84,0.43,0.69,4,5.31,5.31
1132,0,suqian,3,3,11841,14,1,0.32,0.17,0.2,0.09,3.2,0.42,0.7,1.01,6,27.36,46.21
1134,0,xuzhou,3,2,52255,19,0,0.19,0.24,0.22,0.22,2.7,0.32,0.4,0.527,6,76.03,119.42
1135,0,wuxi,3,3,21783,3,0,0.24,0.09,0.28,0.17,2.7,0.4,0.266,0.52,6,17.15,35.8
1136,1,lianyungang,7,2,2321,5,0,0.33,0.22,0,0,2.8,0.65,0.436,0.802,4,48.34,33.89
1137,1,lianyungang,7,2,4534,6,0,0.27,0.14,0.06,0.09,3,0.72,0.363,0.976,5,35.78,18.97
1138,0,zhenjiang,1,3,45591,2,0,0,0.1,0,0.1,3.6,0.89,0.44,0.63,3,70.26,80.4
1139,1,suzhou,7,3,2853,4,0,0.28,0.28,0.16,0.14,2.3,0.4,0.55,1.39,4,29.94,42.18
1140,0,zhenjiang,1,3,7161,4,0,0.26,0.35,0.19,0.33,2.5,0.6,0.549,0.672,6,14.22,40.88
1141,0,suzhou,3,3,2680,3,0,0.5,0.5,0.44,0.27,2.7,0.38,0.68,0.53,3,9.97,9.97
1142,1,wuxi,7,3,2886,3,0,0.07,0.09,0.03,0.07,3,0.86,0.38,0.47,6,48.29,20.76
1144,0,suzhou,3,3,158582,4,4,0.31,0.47,0.37,0.33,2.7,0.32,0.75,0.5,3,7.79,7.79
1145,0,wuxi,3,3,46144,23,0,0.56,0.49,0.43,0.53,1.9,0.57,0.59,0.73,4,15.49,54.63
1146,0,0jing,5,3,17296,7,0,0.41,0.33,0.06,0.08,2.7,0.5,0.65,0.66,5,20.89,22.41
1148,1,taizhou,7,3,7732,11,0,0.37,0.27,0.01,0.01,3.2,0.2,0.489,1.28,6,20.45,10.33
1149,1,0tong,7,3,6331,6,0,0.45,0.24,0.07,0.07,3,0.6,0.64,1.14,4,23.3,34.18
1150,1,lianyungang,7,2,2640,5,0,0.38,0.27,0.06,0.06,2.2,0.78,0.364,0.651,6,47.24,25.4
1151,1,huaian,7,3,3545,7,0,0.38,0.24,0,0,2.4,0.43,0.57,0.85,6,15.55,26.67
1152,1,wuxi,7,3,3380,5,0,0.41,0.24,0.05,0.05,2.6,0.45,0.636,0.885,4,19.04,14.46
1154,1,suqian,7,3,3036,7,0,0.29,0.23,0.17,0.17,3,0.86,0.66,0.66,6,3.45,6.77
1155,0,0jing,3,3,57191,14,0,0.94,0.94,0.94,0.8,1.6,0.2,0.41,0.64,3,17.07,51.94
1156,0,0tong,4,3,84549,15,1,0.08,0.08,0.38,0.47,2.4,0.3,0.23,0.71,6,67.44,96.35
1157,1,suzhou,7,3,11112,27,1,0.34,0.25,0.08,0.03,1.8,0.6,0.44,0.57,6,38.79,46.68
1158,0,yangzhou,3,3,21431,12,1,0.48,0.46,0.22,0.26,2.5,0.48,0.69,0.46,4,97.26,124.83
1159,1,lianyungang,7,2,4427,6,0,0.44,0.27,0.18,0.15,2.5,0.86,0.459,0.86,7,28.3,31.71
1160,0,xuzhou,6,2,35607,15,0,0.3,0.39,0.3,0.32,2,0.46,0.524,0.626,3,115.15,120.76
1161,1,0tong,7,3,2858,5,1,0.31,0.3,0,0,2.5,0.86,0.48,0.83,6,21.26,33.32
