ID,PublicORResidential,city,principleActivity,ClimateZone,BuildingArea,numFloorAbove,numFloorBelow,WWR_South,WWR_North,WWR_East,WWR_West,ExWindowHTC,SC,RoofHTC,ExWallHTC,exWinAirtightness,HeatingLoad,CoolingLoad
1162,1,suzhou,7,3,7908,6,0,0.09,0.18,0.65,0.56,2.7,0.35,0.62,1.01,4,3.21,3.25
1164,1,taizhou,7,3,794,3,0,0.26,0.15,0.05,0.05,2.67,0.49,0.41,0.57,4,42.02,23.17
1165,1,huaian,7,3,9189,11,1,0.34,0.27,0.22,0.22,3,0.89,0.43,0.46,6,20.18,27.43
1166,1,suqian,7,3,3000,6,0,0.27,0.14,0.15,0.17,2.7,0.38,0.59,0.63,6,12.14,16.85
1167,1,taizhou,7,3,1675,3,0,0.35,0.32,0.15,0.16,2.9,0.83,0.49,0.63,6,20.31,12.39
1168,1,huaian,7,3,2087,5,1,0.29,0.23,0.11,0.12,2.84,0.72,0.52,0.84,4,21.25,30.73
1170,0,suzhou,3,3,3417,3,0,0.34,0.25,0.23,0.31,2.7,0.38,0.84,0.57,3,102.79,0
1171,1,yangzhou,7,3,4127,12,0,0.36,0.36,0,0,2.39,0.5,0.497,0.729,6,17.52,15.22
1172,1,taizhou,7,3,3310,9,0,0.37,0.25,0.02,0.02,2.9,0.41,0.392,0.965,6,28.46,11.12
1173,1,yangzhou,7,3,2211,5,1,0.345,0.293,0.268,0.268,2.5,0.2,0.59,0.739,6,23.38,42.59
1174,0,suzhou,3,3,21221,21,0,0.51,0.42,0.33,0.23,2.41,0.51,0.66,0.8,6,72.12,106.83
1175,1,suzhou,7,3,1264,3,1,0.31,0.26,0.07,0.08,2.2,0.83,0.47,0.53,6,12.79,17.82
1176,0,suzhou,1,3,2230,3,0,0.4,0.44,0.47,0.52,1.6,0.2,0.62,0.78,3,88.65,155.88
1177,1,suzhou,7,3,1152,3,1,0.26,0.27,0.03,0.03,2.1,0.46,0.37,0.49,6,14.64,18.71
1178,1,0tong,7,3,4613,5,0,0.43,0.29,0.05,0.05,3.6,0.5,0.73,0.96,4,23.14,32.85
1179,1,suzhou,7,3,431,2,1,0.37,0.22,0.14,0,3.5,0.84,0.47,0.8,7,25.92,0
1180,0,wuxi,5,3,13492,11,0,0.34,0.25,0.16,0.06,2.7,0.62,0.578,0.523,6,16.16,56.96
1181,1,wuxi,7,3,3942,4,0,0.16,0.16,0.02,0.03,3,0.27,0.37,0.48,6,26.76,22.19
1182,1,huaian,7,3,4251,6,0,0.42,0.37,0.09,9,3,0.88,0.58,0.79,4,19.16,28.77
1183,1,taizhou,7,3,3032,5,0,0.38,0.23,0.06,0.26,2.4,0.5,0.53,0.45,6,8.1,8.71
1184,0,yancheng,3,3,752,3,0,0.1,0.07,0.1,0.09,2.7,0.44,0.91,0.59,6,141.89,147.07
1185,1,suzhou,7,3,24118,27,1,0.35,0.19,0.04,0.01,2.4,0.8,0.56,1.31,6,14.17,35.15
1186,0,0jing,3,3,31465,9,0,0.56,0.56,0.51,0.31,2.5,0.8,0.77,3.16,3,41.21,54.77
1187,1,lianyungang,7,2,7489,6,0,0.39,0.24,0.13,0.13,3,0.86,0.53,1.2,4,18.7,24.8
1188,0,yangzhou,1,3,168304,5,0,0.5,0.42,0.45,0.22,2.1,0.31,0.389,0.679,3,41.97,54.65
1189,1,huaian,7,3,1264,3,0,0.24,0.24,0.07,0.07,2.55,0.79,0.32,0.53,4,22.52,34.74
1190,1,taizhou,7,3,7747,11,0,0.13,0.24,0.01,0.02,2.6,0.89,0.47,0.55,5,8.36,14.43
1191,0,taizhou,7,3,7468,4,0,0.43,0.36,0.16,0.1,2.6,0.59,0.573,0.648,6,33.48,45.17
1192,1,0tong,7,3,5726,6,0,0.38,0.27,0.03,0.03,2.6,0.33,0.77,0.96,4,24.31,34.84
1193,1,0tong,7,3,12455,18,0,0.31,0.22,0.05,0.05,2.7,0.4,0.79,0.96,6,24.33,36.31
1194,1,0jing,7,3,1350,5,0,0.4,0.31,0.22,0.22,2.79,0.87,0.6,1.16,4,57.66,62.53
1195,1,suzhou,7,3,7397,11,0,0.32,0.19,0.01,0.01,2.2,0.26,0.59,0.99,4,18.36,25.94
1196,1,0tong,7,3,4161,6,2,0.38,0.32,0.07,0.07,2.94,0.84,0.72,0.89,6,14.33,8.19
1197,1,zhenjiang,7,3,2594,7,0,0.32,0.27,0,0,2.3,0.66,0.518,0.611,6,14.13,10.42
1198,0,yancheng,6,3,7055,5,0,0.25,0.08,0.11,0.09,2.4,0.5,0.38,0.56,6,69.21,72.54
1199,1,suzhou,7,3,2347,4,1,0.27,0.2,0.16,0.15,2.4,0.5,0.51,0.62,6,18.42,21.86
1200,1,xuzhou,7,2,5213,7,0,0.41,0.25,0,0,2.6,0.83,0.321,0.79,6,14.64,0
1201,0,suzhou,6,3,4970,3,0,0.6,0.32,0.53,0.3,2.5,0.38,0.67,0.85,6,75.61,78.29
1202,1,yangzhou,7,3,2911,7,0,0.25,0.18,0.03,0.03,2.69,0.65,0.554,0.963,4,30.94,32.58
1204,0,huaian,3,3,32621,15,1,0.52,0.43,0.16,0.16,1.78,0.44,0.4,0.4,4,90.81,113.8
1205,0,wuxi,3,3,4126,4,0,0.47,0.31,0.33,0.54,2.09,0.49,0.69,0.94,6,42.34,69.73
1206,0,wuxi,3,3,53483,25,0,0.49,0.32,0.26,0.21,2.6,0.3,0.56,0.68,4,13.79,48.95
1207,0,wuxi,3,3,26987,15,0,0.38,0.38,0.02,0.02,2.5,0.5,0.62,0.9,6,37.17,64.28
1208,0,xuzhou,3,2,29996,9,0,0.38,0.35,0.51,0.57,1.7,0.3,0.583,0.509,1,90.23,121.8
1209,1,0jing,7,3,2568,6,0,0.15,0.02,0.06,0.06,2.4,0.55,1,0.572,6,20.89,11.8
1210,1,0jing,7,3,6405,10,0,0.13,0.18,0.04,0.05,2.4,0.25,0.594,1.19,6,19.26,9.85
1211,0,yancheng,3,3,15947,12,0,0.3,0.23,0.09,0.09,2.4,0.45,0.62,0.58,6,78.94,101.32
1212,0,wuxi,1,3,8736,3,0,0.82,0.71,0.43,0.77,1.9,0.57,0.59,0.71,4,40.51,66.39
1214,0,suzhou,3,3,2653,3,0,0.21,0.22,0.31,0.38,2.7,0.61,0.79,0.75,7,1.25,1.25
1215,0,0jing,3,3,17296,8,0,0.44,0.39,0.31,0.4,2.4,0.35,0.83,0.65,3,8.76,8.76
1216,0,0jing,3,3,67312,26,2,0.56,0.81,0.76,0.79,1.52,0.38,0.51,0.47,1,146.45,176.71
1217,1,wuxi,7,3,14900,33,0,0.42,0.23,0.02,0.02,2.3,0.6,0.51,0.62,6,18.23,17.5
1218,1,0tong,7,3,2987,9,1,0.39,0.31,0.05,0.05,1.7,0.6,0.57,1.04,6,26.31,33.76
1219,0,wuxi,5,3,37972,5,0,0.26,0.17,0.37,0.28,2.7,0.62,0.68,0.671,7,23.06,53.43
1220,1,xuzhou,7,2,9870,21,2,0.45,0.24,0.06,0.04,2.4,0.84,0.581,0.661,6,15.84,17.76
1221,0,xuzhou,3,2,36002,31,0,0.39,0.33,0.13,0.13,2.6,0.83,0.54,0.53,8,58.41,0
1222,1,yangzhou,7,3,3670,8,0,0.08,0.07,0.35,0.27,3.37,0.38,0.559,0.955,6,15.67,16.3
1224,0,suzhou,3,3,49506,28,0,0.44,0.48,0.49,0.58,2.5,0.4,0.53,0.51,3,72.71,0
1225,1,lianyungang,7,2,2768,4,0,0.29,0.16,0.02,0.02,2.5,0.86,0.489,0.9,7,28.18,28.75
1226,1,taizhou,7,3,6534,11,0,0.31,0.25,0.09,0.09,3.2,0.84,0.63,1.02,6,10.58,10.58
1227,1,taizhou,7,3,19419,24,0,0.32,0.13,0.03,0.03,2.66,0.89,0.64,0.46,6,25.1,40.04
1228,0,wuxi,3,3,32393,18,0,0.67,0.67,0.73,0.69,2.3,0.25,0.421,0.588,4,15.52,48.24
1229,1,suzhou,7,3,8120,17,1,0.4,0.29,0.11,0.1,2.4,0.4,0.53,0.7,1,32.71,45.07
1230,0,xuzhou,3,2,28862,6,0,0.57,0.57,0.51,0.52,2.24,0.52,0.41,0.323,3,97.01,90.08
1231,1,zhenjiang,7,3,7690,11,0,0.37,0.26,0.01,0.08,3.1,0.84,0.58,1.03,6,18.03,13.35
1232,1,taizhou,7,3,1909,5,0,0.37,0.23,0.03,0.03,2.1,0.6,0.5,0.62,6,12.74,14.98
1234,1,0jing,7,3,4890,6,0,0.33,0.28,0.06,0.06,2.7,0.89,0.73,1.19,3,23.91,39.28
1235,1,changzhou,7,3,25875,32,0,0.4,0.33,0.13,0.14,3.2,0.6,0.55,0.52,6,34.59,55.08
1236,0,0jing,3,3,8094,5,0,0.44,0.37,0.34,0.42,2.3,0.3,0.705,0.775,4,38.68,58.42
1237,1,0tong,7,3,3482,5,1,0.4,0.3,0.09,0.09,3.2,0.35,0.6,0.91,6,23.69,34.86
1238,1,suzhou,7,3,390,3,0,0.24,0.16,0.07,0.07,2.5,0.63,0.39,0.48,4,12.37,12.37
1239,1,0jing,7,3,20979,26,0,0.27,0.13,0.05,0.06,2.5,0.59,0.656,0.657,6,36.43,30.87
1240,1,lianyungang,7,2,3811,4,0,0.26,0.25,0.1,0.1,2.6,0.5,0.301,0.648,6,19.85,13.35
1241,0,zhenjiang,1,3,7459,4,0,0.98,1,0.62,0.18,1.84,0.47,0.471,0.919,4,28.77,60.02
1242,0,0jing,3,3,48097,29,0,0.86,0.46,0.71,0.7,1.6,0.33,1.34,1.21,3,80.04,112.46
1244,0,0tong,3,3,33124,6,0,0.92,0.9,0.88,0.84,1.9,0.77,0.55,0.58,3,54.38,76.31
1245,1,0tong,7,3,4372,6,0,0.41,0.28,0.03,0.08,3.6,0.6,0.7,0.96,4,22.76,34.51
1246,1,xuzhou,7,2,12868,19,1,0.46,0.26,0.12,0.12,2.2,0.33,0.34,0.49,6,12.86,14.47
1247,0,wuxi,3,3,15007,14,0,0.6,0.32,0.03,0.08,2.62,0.63,0.63,0.63,4,32.71,31.46
1248,0,wuxi,3,3,36813,12,0,0.65,0.51,0.39,0.39,2.8,0.31,0.67,0.96,6,41.42,67.93
1249,0,taizhou,5,3,108753,13,0,0.4,0.37,0.26,0.25,2.4,0.5,0.65,0.66,3,31.56,52.32
1250,1,yangzhou,7,3,6792,11,0,0.17,0.17,0.08,0.08,2.7,0.54,0.554,0.704,4,15.2,13.14
1251,1,taizhou,7,3,5627,8,0,0.33,0.28,0.02,0.02,2.1,0.64,0.48,0.63,6,4.5,7.52
1252,1,huaian,7,3,3690,5,0,0.41,0.27,0.2,0.17,2.18,0.83,0.47,1.09,4,21.43,38.68
1254,1,suzhou,7,3,5932,11,1,0.31,0.16,0.09,0.09,2.7,0.86,0.43,1.29,1,34.87,58.33
1255,1,lianyungang,7,2,4719,6,0,0.39,0.28,0.08,0.06,3,0.7,0.53,0.94,4,37.08,6.76
1256,1,wuxi,7,3,11719,11,0,0.22,0.15,0.04,0.04,2.7,1,0.566,0.837,4,11.66,10.16
1257,1,changzhou,7,3,1569,4,3,0.31,0.25,0.03,0.03,3.2,0.37,0.49,0.41,6,22.29,33.9
1258,1,wuxi,7,3,2091,5,0,0.2,0.22,0.02,0.02,2.4,0.86,0.52,0.483,4,15.34,12.46
1259,1,xuzhou,7,2,3950,6,0,0.31,0.25,0.05,0.05,3,0.56,0.5,0.6,4,11.28,23.9
1260,0,zhenjiang,1,3,6730,5,0,0.06,0.04,0.37,0.38,2.5,0.52,0.64,0.46,7,34.05,44.91
1261,0,changzhou,3,3,25300,15,0,0.65,0.62,0.74,0.59,2.3,0.29,0.53,0.77,4,82.61,89.79
1262,1,taizhou,7,3,18457,16,0,0.03,0.25,0.1,0.04,2.4,0.4,0.577,0.56,6,15.32,8.22
1264,1,huaian,7,3,4444,5,0,0.26,0.28,0.13,0.15,2.67,0.84,0.65,1.11,4,27.22,41.7
1265,0,suzhou,3,3,40176,15,0,0.52,0.53,0.49,0.42,2.3,0.38,0.55,0.5,3,6.59,6.59
1266,1,xuzhou,7,2,4080,6,0,0.31,0.28,0.09,0.09,2.23,0.84,0.524,0.8,6,11.14,7.83
1267,1,suzhou,7,3,1426,2,0,0.21,0.17,0.32,0.36,2.5,0.37,0.48,0.79,6,17.62,31.78
1268,1,taizhou,7,3,9984,19,0,0.33,0.29,0.07,0.07,2.64,0.61,0.6,1.07,6,1.59,3.47
1269,1,huaian,7,3,4555,5,0,0.38,0.17,0.07,0.07,3.1,0.81,0.45,1.04,4,20.07,29.95
1270,1,wuxi,7,3,16246,32,0,0,0,0.27,0.17,2.7,0.4,0.73,0.69,6,10.3,9.35
1271,0,suzhou,3,3,58471,20,0,0.24,0.19,0.25,0.14,3.42,0.61,0.52,0.67,3,73.04,114.57
1272,1,suqian,7,3,1850,6,0,0.31,0.16,0.11,0.08,2.7,0.55,0.59,0.63,6,17.21,24.89
1273,0,wuxi,6,3,3990,6,0,0.27,0.17,0.03,0.03,1.7,0.4,0.575,0.652,6,20.52,50.94
1274,1,lianyungang,7,2,3747,6,0,0.37,0.23,0.13,0.13,2.17,0.43,0.469,0.937,4,20.96,16.83
1275,0,wuxi,5,3,41184,16,0,0.36,0.31,0.37,0.2,2.7,0.48,0.594,0.959,5,17.78,36.1
1276,1,xuzhou,7,2,10369,18,0,0.33,0.3,0.06,0.06,2.5,0.36,0.452,0.745,6,15.45,9.86
1277,1,xuzhou,6,2,2921,7,0,0.29,0.2,0.02,0.02,2.6,0.83,0.383,0.735,6,20.02,19.7
1278,0,suzhou,3,3,34242,19,2,0.65,0.62,0.62,0.63,2.5,0.3,0.58,0.63,3,11.55,11.55
1279,1,taizhou,7,3,3709,6,0,0.36,0.22,0.03,0.01,2.9,0.69,0.7,0.62,6,6.01,8.22
1280,1,huaian,7,3,24609,31,0,0.37,0.19,0.04,0.04,3,0.63,0.63,0.75,6,29.33,47.92
1281,0,0jing,6,3,2669,4,0,0.31,0.3,0.08,0.11,2.8,0.45,0.638,0.876,4,31.57,57.89
1282,0,yancheng,3,3,76028,23,1,0.54,0.53,0.54,0.42,2.3,0.26,0.49,0.53,4,92.28,108.23
1283,1,lianyungang,7,2,7025,5,0,0.38,0.23,0.17,0.17,3,0.84,0.492,0.896,4,36.19,33.53
1284,0,huaian,5,3,21645,4,1,0.25,0.32,0.17,0.28,2.4,0.42,0.58,0.52,4,65.4,86.26
1285,0,suzhou,3,3,57495,24,2,0.91,0.9,0.89,0.9,2.1,0.25,0.44,0.42,3,87.7,108.32
1286,1,taizhou,7,3,2967,6,0,0.37,0.29,0,0,2.7,0.8,0.709,0.666,6,18.16,11.22
1287,0,changzhou,3,3,6688,4,0,0.43,0.47,0.38,0.27,2.6,0.5,0.563,0.917,4,19.86,43.3
1288,0,wuxi,3,3,51222,3,0,0.35,0.21,0.31,0.35,2.4,0.4,0.5,0.676,7,9.89,38.81
1289,1,huaian,7,3,12785,18,1,0.4,0.26,0.07,0.7,3.2,0.7,0.7,0.72,6,15.12,23.08
1290,1,taizhou,7,3,2776,6,0,0.33,0.27,0,0,3.5,0.84,0.58,0.87,6,15.13,16.25
1291,1,taizhou,7,3,2434,6,0,0.35,0.21,0.15,0.15,3,0.78,0.66,0.66,4,24.39,38
1292,0,yangzhou,3,3,11993,10,0,0.55,0.33,0.34,0.4,2.4,0.49,0.4,0.54,3,70.04,80.07
1293,0,xuzhou,5,2,95591,23,0,0.48,0.48,0.25,0.35,2.3,0.6,0.31,0.3,2,80.53,165.54
1294,1,wuxi,7,3,802,3,0,0.19,0.18,0.08,0.05,2.6,0.81,0.5,0.73,6,10.8,15.44
1295,1,yangzhou,7,3,5030,6,0,0.37,0.21,0.08,0.1,2.33,0.36,0.556,0.883,6,14.57,7.06
1296,0,lianyungang,3,2,34458,22,0,0.73,0.73,0.53,0.59,2.3,0.5,0.14,0.32,3,72.22,84.04
1297,0,0tong,1,3,20237,6,0,0.32,0.33,0.3,0.27,2.6,0.43,0.5,0.71,3,23.54,45.32
1298,0,suzhou,3,3,18903,18,0,0.36,0.2,0.19,0.19,2.5,0.59,0.67,0.67,6,26.55,61.12
1299,0,suzhou,3,3,43231,10,0,0.68,0.56,0.56,0.56,2.4,0.39,0.61,0.71,3,107.58,123.2
1300,1,huaian,7,3,4168,6,1,0.37,0.25,0.23,0.23,2.6,0.87,0.59,0.76,4,23.83,40.43
1301,1,suqian,7,3,1465,6,0,0.39,0.25,0.15,0.15,2.83,0.76,0.67,0.64,4,30.63,48.71
1302,1,taizhou,7,3,489,3,0,0,0,0.18,0.19,2.2,0.21,0.283,0.463,6,19.44,13.63
1304,0,changzhou,1,3,8291,5,0,0.17,0.36,0.15,0.16,3.2,0.5,0.55,0.75,6,70.51,79.89
1305,0,yangzhou,3,3,9575,9,0,0.37,0.26,0.12,0.1,2.7,0.52,0.57,0.65,8,109.79,128.63
1306,1,suqian,7,3,1729,3,0,0.32,0.18,0.09,0.09,3,0.86,1.12,1.11,6,9.33,9.01
1307,0,suzhou,4,3,4056,2,0,0.24,0.24,0.35,0.26,2.7,0.5,0.47,0.47,6,29.91,51.94
1308,0,0jing,3,3,42824,33,0,1,1,1,0.99,1.51,0.64,0.203,0.61,6,93.46,35.33
1309,1,xuzhou,7,2,22806,27,0,0.33,0.19,0.06,0.06,2.9,0.4,0.456,0.454,6,15.03,22.54
1310,1,suqian,7,3,2390,5,0,0.24,0.22,0.03,0.03,3.2,0.83,0.77,0.77,6,4.97,7.53
1311,0,wuxi,1,3,4293,2,0,0.56,0.46,0.1,0.72,2.8,0.57,0.492,0.796,6,48.45,53.43
1312,1,changzhou,7,3,12459,20,0,0.34,0.23,0.03,0.03,3,0.86,0.64,0.96,6,31.11,46
1314,1,yancheng,7,3,11041,25,1,0.05,0.05,0.31,0.17,2.3,0.62,0.39,0.43,6,11.99,22.79
1315,0,changzhou,6,3,1702,4,0,0.28,0.33,0,0,2.8,0.5,0.71,0.9,6,37.21,52.31
1316,0,yancheng,3,3,9973,14,0,0.59,0.58,0.63,0.59,1.7,0.3,0.68,0.8,4,67.81,0
1317,0,suzhou,3,3,64373,26,0,0.58,0.57,0.54,0.51,2.4,0.4,0.68,0.93,4,94.48,123.76
1318,1,suzhou,7,3,912,3,1,0.49,0.2,0.35,0.23,2.7,0.89,0.48,0.56,6,41.15,78.56
1319,1,zhenjiang,7,3,1542,5,0,0.24,0.22,0.04,0.04,3,0.83,0.61,0.65,4,28.66,46.32
1320,0,taizhou,3,3,23080,4,0,0.24,0.26,0.1,0.23,2.7,0.62,0.652,0.55,6,39.29,62.93
1321,0,yangzhou,3,3,10550,5,0,0.49,0.42,0.2,0.25,2.7,0.34,0.42,0.9,6,117.75,126.6
1322,1,suzhou,7,3,5723,9,0,0.3,0.22,0,0,2.7,0.81,0.75,1.25,6,18.72,22.35
1324,1,lianyungang,7,2,4805,5,0,0.25,0.23,0.14,0.15,3,0.88,0.32,0.32,4,26.94,8.41
1325,1,zhenjiang,7,3,27494,33,0,0.39,0.24,0.1,0.1,2.3,0.86,0.64,1.13,6,13.8,10.02
1326,0,yancheng,3,3,6536,6,0,0.28,0.28,0.04,0.06,2.3,0.5,0.62,0.32,6,87.77,94.37
1327,1,xuzhou,7,2,10058,23,1,0.31,0.28,0.01,0.04,2.7,0.5,0.47,0.68,6,17.55,22.63
1328,1,wuxi,7,3,31690,35,0,0.3,0.25,0.2,0.2,2.8,0.84,0.53,0.74,6,24.12,45.88
1329,1,taizhou,7,3,2617,5,0,0.25,0.31,0.04,0.04,2.9,0.5,0.67,0.68,4,20.33,30.45
1330,1,suzhou,7,3,610,4,0,0.27,0.15,0.07,0.07,2.4,0.5,0.44,0.61,6,23.79,32.93
1331,0,xuzhou,3,2,107262,25,2,0.47,0.47,0.53,0.43,1.87,0.26,0.441,0.443,3,96.03,101.62
1332,1,lianyungang,7,2,3124,6,0,0.2,0.24,0.11,0.11,2.9,0.55,0.466,0.641,7,21.94,18.08
1334,0,suzhou,3,3,21499,6,0,0.86,0.83,0,0.82,2.4,0.4,0.34,0.36,1,49.14,101.69
1335,1,suzhou,7,3,12720,16,1,0.2,0.2,0.12,0.09,3.2,0.86,0.62,0.6,6,26.51,41.97
1336,0,yancheng,3,3,12223,5,0,0.06,0.3,0.19,0.17,2.91,0.55,0.57,0.75,6,80.3,90.93
1337,0,xuzhou,3,2,15522,9,1,0.2,0.41,0.11,0.17,2.02,0.4,0.36,0.39,4,87.36,76.54
1338,1,suzhou,7,3,1885,3,1,0.31,0.29,0.09,0.09,2.6,0.7,0.46,0.59,6,10.19,17.09
1339,0,suzhou,6,3,4371,5,0,0.57,0.62,0.16,0.16,2.5,0.38,0.69,0.84,6,72.36,80.91
1340,0,wuxi,3,3,32382,5,0,0.3,0.27,0.2,0.2,2.82,0.4,0.47,0.56,1,111.93,101.32
1341,1,huaian,7,3,12291,35,0,0.29,0.22,0.16,0.16,2.61,0.81,0.42,0.94,4,29.94,47.13
1342,0,yancheng,3,3,24206,9,0,0.45,0.44,0.41,0.41,2.4,0.46,0.54,0.46,3,99.09,101.75
1344,1,suqian,7,3,5266,8,0,0.44,0.31,0.18,0.18,2.9,0.38,0.82,0.83,4,20.61,34.75
1345,1,suzhou,7,3,1278,3,0,0.27,0.17,0.09,0.11,2.4,0.38,0.477,0.833,6,15.95,12.07
1346,1,suqian,7,3,5647,12,0,0.4,0.27,0.14,0.14,3,0.31,0.65,0.57,6,25.94,40.18
1347,0,suzhou,3,3,55405,18,0,0.64,0.51,0.67,0.37,2.7,0.33,0.6,0.8,4,65.78,0
1348,0,wuxi,1,3,31920,6,0,0.54,0.5,0.27,0.37,2.4,0.3,0.481,0.443,6,15.15,36.84
1349,1,taizhou,7,3,3740,6,0,0.39,0.26,0.08,0.08,2.25,0.35,0.515,0.58,6,13.56,11.39
1350,1,yancheng,7,3,2701,6,1,0,0,0.14,0.17,2.38,0.27,0.42,0.76,6,23.88,46.67
1351,1,suzhou,7,3,5320,6,1,0.2,0.11,0.01,0.03,2.9,0.82,0.72,0.75,6,17.32,28.59
1352,1,zhenjiang,7,3,8536,12,0,0.4,0.3,0.1,0.1,2.7,0.14,0.79,1.18,7,16.1,9.95
1354,0,suzhou,1,3,10677,5,0,0.48,0.56,0.42,0.34,2.7,0.46,0.68,0.82,3,130.04,199.98
1355,0,wuxi,2,3,65573,4,0,0.49,0.57,0.41,0.24,2.5,0.25,0.5,0.31,4,42.01,84.04
1356,0,changzhou,3,3,76919,29,0,0.59,0.42,0.71,0.49,0.33,0.49,0.45,0.51,3,117.87,167.59
1357,1,taizhou,7,3,4821,6,0,0.3,0.03,0.27,0.33,2.7,0.45,0.58,0.462,6,13.71,11.29
1358,1,suqian,7,3,1868,3,0,0.38,0.4,0,0,2.9,0.53,0.61,0.53,3,25.23,38.5
1359,0,suzhou,3,3,52591,23,0,0.88,0.9,0.9,0.91,1.4,0.37,0.6,0.85,3,63.21,94.86
1360,0,suzhou,1,3,21788,13,1,0.39,0.21,0.02,0.05,2.7,0.77,0.53,0.79,6,17.1,0
1361,1,wuxi,7,3,12020,29,0,0.4,0.29,0.05,0.05,2.9,0.4,0.51,0.94,7,15.02,17.95
1362,1,huaian,7,3,2616,6,1,0.39,0.23,0,0,3,1,0.64,1.39,6,24.76,39.98
1364,0,wuxi,3,3,28215,10,0,0.41,0.35,0.04,0.31,2.59,0.38,0.391,0.316,6,43.46,131.66
1365,1,lianyungang,7,2,4697,6,0,0.44,0.3,0.2,0.3,2.5,0.86,0.523,0.86,7,31.89,39.34
1366,0,yangzhou,3,3,9361,6,0,0.36,0.28,0.12,0.08,3.4,0.37,0.6,0.672,6,71.72,65.12
1367,0,0jing,3,3,27265,8,0,0.27,0.36,0.22,0.28,2.5,0.25,0.498,0.639,6,54.49,43.38
1368,0,suzhou,3,3,29504,7,1,0.42,0.48,0.4,0.36,1.6,0.48,0.57,0.93,4,79.31,138.14
1369,0,xuzhou,3,2,76038,12,1,0.45,0.29,0.3,0.1,1.88,0.44,0.34,0.36,3,59.04,67.32
1370,1,xuzhou,7,2,15705,24,2,0.38,0.27,0.03,0.03,2.7,0.6,0.59,0.71,6,18.13,11.83
1371,1,lianyungang,7,2,4364,11,0,0.4,0.2,0.15,0.15,2.6,0.7,0.47,1.31,6,42.39,8.48
1372,1,0jing,7,3,3263,7,0,0.34,0.25,0.01,0.01,3.6,0.28,0.77,0.81,6,11.32,8.69
1373,1,zhenjiang,7,3,1636,6,0,0.06,0.47,0.06,0.3,3.1,0.82,0.651,0.874,4,17.88,12.77
1374,1,0jing,7,3,8472,18,1,0.38,0.18,0.05,0.06,2.2,0.78,0.61,0.54,6,20.09,38.59
1375,1,suzhou,7,3,959,3,1,0.31,0.21,0.09,0.09,2.4,0.55,0.27,0.93,8,13.89,22.99
1376,0,xuzhou,5,2,118113,20,1,0.46,0.31,0.15,0.19,2.4,0.34,0.46,0.57,3,35.62,50.64
1377,0,suzhou,3,3,100146,28,0,0.51,0.51,0.5,0.48,2.3,0.32,0.47,0.57,3,104.21,119
1378,1,0tong,7,3,4445,6,1,0.36,0.19,0.01,0.02,1.7,0.59,0.6,1.13,6,25.46,33.38
1379,0,wuxi,3,3,27250,19,0,0.63,0.63,0.06,0.39,1.9,0.57,0.59,0.753,6,7.52,39.07
1380,1,xuzhou,7,2,8949,13,0,0.42,0.3,0.17,0.18,2.4,0.42,0.537,0.543,6,15.53,1.09
1381,1,suqian,7,3,3669,8,0,0.33,0.25,0.18,0.18,2.5,0.5,0.56,0.73,6,29.54,47.42
1382,1,huaian,7,3,6658,11,0,0.33,0.22,0.18,0.23,2.77,0.84,0.66,0.68,6,17.71,26.14
1383,0,suzhou,2,3,21668,5,1,0.4,0.13,0.35,0.23,2.4,0.61,0.55,0.59,3,92.5,102.63
1384,0,0tong,3,3,46310,41,3,0.58,0.53,0.38,0.41,1.9,0.47,0.55,0.65,3,62.81,123.52
1385,1,lianyungang,7,2,5595,6,0,0.34,0.2,0.04,0.11,2.9,0.84,0.519,0.903,4,25.37,18.38
1386,0,yancheng,2,3,60126,6,0,0.03,0.29,0.19,0.24,1.6,0.45,0.53,0.65,3,39.01,64.28
1387,0,taizhou,3,3,5930,4,0,0.52,0.23,0.28,0.27,2.3,0.47,0.521,0.556,5,25.77,44.61
1388,1,lianyungang,7,2,4506,6,0,0.3,0.21,0.05,0.05,3,0.38,0.486,0.471,4,37.21,22.91
1389,1,huaian,7,3,1581,3,0,0.11,0.23,0,0,2.7,0.89,0.4,0.41,4,22.06,33.37
1390,1,zhenjiang,7,3,3881,8,0,0.36,0.31,0.02,0.02,2.5,0.68,0.452,0.479,6,12.06,9.95
1391,0,wuxi,3,3,10900,5,0,0.58,0.63,0.28,0.28,2.4,0.45,0.49,0.41,6,123.13,146.95
1392,1,suzhou,7,3,2900,6,0,0.37,0.21,0.02,0.02,3,0.84,0.7,0.57,4,30.45,22.71
1393,0,0jing,6,3,8891,4,0,0.13,0.24,0.18,0.2,2.4,0.83,0.71,0.463,6,31.9,68.13
1394,0,0tong,4,3,29720,27,0,0.33,0.3,0.29,0.37,2.6,0.498,0.58,0.68,3,72.96,120.16
1395,1,0tong,7,3,3892,6,0,0.45,0.23,0.07,0.07,3,0.6,1.34,1.04,4,23.16,34.07
1396,1,xuzhou,7,2,14768,33,0,0.35,0.21,0.21,0.13,2.6,0.6,0.51,0.64,7,20.51,18.79
1397,1,suzhou,7,3,512,3,0,0.25,0.18,0.06,0.06,2.5,0.63,0.39,0.48,4,10.51,10.51
1398,0,wuxi,5,3,133061,23,0,0.52,0.51,0.36,0.36,2.5,0.28,0.29,0.48,1,103.19,123.96
1399,1,suzhou,7,3,746,3,0,0.4,0.17,0.02,0.03,3.2,0.84,0.47,0.64,7,2.84,2.84
