ID,buildingArea,PAC,Year Built,Number of Buildings,Occupancy,Metered Areas (Energy),ENERGY STAR Score,Site EUI,Weather Normalized Site EUI (kBtu/ft2),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Property GFA - Self-Reported (ft2),SourceEUI
12996,54996,Multifamily Housing,1956,1,100,Whole Building,37,106.5,112.4,940870.8,265523.6,54996,147.4
12997,73470,Multifamily Housing,1956,1,100,Whole Building,74,60.5,62.5,1837389.3,538507.9,90704,105.7
12998,82730,Multifamily Housing,1956,1,100,Whole Building,50,72.3,74.9,2183604.9,639977.9,87825,127.6
12999,288711,Multifamily Housing,1950,1,100,Whole Building,35,100.9,108.7,3990381,1138319.7,288711,134.8
13000,180834,Multifamily Housing,2009,1,100,Whole Building,91,52.5,56.3,2339906.3,648069,177752,82.6
13001,156108,Multifamily Housing,1953,1,100,Whole Building,100,35,38.3,2134747.3,603294.7,160791,64.3
13002,85427,Multifamily Housing,1954,1,100,Whole Building,36,86.4,93,1903337.2,528217.7,85427,137.3
13003,109800,Multifamily Housing,1949,1,100,Whole Building,88,71.3,71.3,1460431.6,428028,113094,101.7
13004,183115,Multifamily Housing,1950,5,100,Whole Building,76,72.9,77,3388480.9,947173.7,201428,111.7
13005,75084,Multifamily Housing,1939,1,100,Whole Building,Not Available,55.8,59.8,873465.2,246483,87598,79.4
13006,222030,Multifamily Housing,1953,1,100,Whole Building,99,69.6,75.5,539914.9,153845.1,228690,77.8
13007,244368,Multifamily Housing,1953,1,100,Whole Building,100,22.4,21.8,5004969.9,1424223.3,251699,64.9
13008,118096,Multifamily Housing,1947,1,100,Whole Building,89,74.7,78.6,1634597.2,460096.1,124001,105.8
13009,115566,Multifamily Housing,1948,1,100,Whole Building,85,82.3,88,1585766.7,464761.6,121344,113.5
13010,234958,Multifamily Housing,1949,1,100,Whole Building,92,65.1,68.7,3115107.4,874469.8,246706,94.6
13011,74532,Multifamily Housing,1931,1,100,Whole Building,100,14.6,16.1,938968.7,269329.7,86954,37.8
13012,428836,Multifamily Housing,1965,1,100,Whole Building,26,104.5,110.2,9296841.6,2689715.3,428836,155.1
13013,99530,Multifamily Housing,1959,1,100,Whole Building,100,16.6,15.9,1539750.3,430752.4,105530,47.8
13014,99613,Multifamily Housing,1963,1,100,Whole Building,4,170.5,185.7,1510574.3,424379.6,101613,210.1
13015,99613,Multifamily Housing,1963,1,80,Whole Building,69,83.6,88.4,1569114,446059.1,101613,120.1
13016,98085,Multifamily Housing,1954,1,100,Whole Building,Not Available,210.4,225.2,2242754.1,641156.8,77730,281.2
13017,105201,Multifamily Housing,1949,1,100,Whole Building,1,245.9,264.3,2028455.1,577260.2,105201,292.3
13021,139052,Multifamily Housing,1940,1,100,Whole Building,100,9.8,Not Available,1593849.8,Not Available,162227,30.8
13022,133323,Multifamily Housing,1941,1,100,Whole Building,Not Available,12,Not Available,1858978.4,Not Available,155543,37.5
13023,147136,Multifamily Housing,1949,1,100,Whole Building,85,68.7,73.5,2017715.8,566854.4,151550,100
13024,70110,Multifamily Housing,1929,1,100,Whole Building,64,85.1,91.1,829354.9,235363.5,70110,114.1
13025,110184,Multifamily Housing,1939,1,100,Whole Building,72,76.2,81.3,1856215.4,530317.4,121202,112
13026,185650,Multifamily Housing,1953,1,100,Whole Building,82,69,73.5,3028946.5,887733.3,194933,104.8
13027,230880,Multifamily Housing,1948,1,100,Whole Building,100,14.4,14.1,2837002.8,811795.5,269360,37
13028,69352,Multifamily Housing,1928,1,100,Whole Building,100,17.6,17.2,1117576.7,318994.1,80911,47.2
13029,152000,Multifamily Housing,1946,1,100,Whole Building,82,60.5,64.4,1885017.4,539704.5,177333,85.8
13030,132750,Multifamily Housing,1951,1,100,Whole Building,53,89.6,95.3,2119585,596813.8,132760,127.3
13031,61700,Multifamily Housing,1938,1,100,Whole Building,68,80.5,86.3,729100,203200.4,71983,105.7
13032,321400,Multifamily Housing,1962,1,100,Whole Building,29,90,88.5,6066121.1,1744724.4,308684,135.5
13033,71838,Multifamily Housing,1939,1,100,Whole Building,73,80.6,85.9,1050162.1,300769.9,71838,115.1
13034,76200,Multifamily Housing,1940,1,100,Whole Building,92,71.9,76.7,1067808.4,306369,80010,103.3
13036,77000,Multifamily Housing,1939,1,100,Whole Building,71,87.5,94.9,845593.1,247829.1,77000,114.8
13037,119194,Multifamily Housing,1955,1,100,Whole Building,45,91.2,97.2,1609000.3,457395.8,96356,130.7
13038,73020,Multifamily Housing,1939,1,95,Whole Building,80,73.8,78.5,928112.3,260201.9,73020,104
13039,141900,Multifamily Housing,1966,1,100,Whole Building,100,35.3,38.2,1350630.2,395847,125722,59.5
13040,119287,Multifamily Housing,1964,1,100,Whole Building,15,139,134.3,2588535.5,736412.2,125251,189.2
13041,109057,Multifamily Housing,1966,1,100,Whole Building,25,118.9,114.4,2402749.1,691670.7,114510,168.7
13043,65500,Multifamily Housing,1940,1,100,Whole Building,78,66.6,71,796947.6,223828.8,75382,92.1
13044,63074,Multifamily Housing,1950,1,100,Whole Building,81,71.7,76.9,865490.6,247619.9,69100,101.5
13045,57269,Multifamily Housing,1960,1,100,Whole Building,38,90.4,95.8,966902.8,271673.1,59975,128.5
13046,143081,Multifamily Housing,2013,1,100,Whole Building,74,49.3,51,4055901.9,1179039.6,145000,110.2
13047,61930,Multifamily Housing,1939,1,100,Whole Building,89,71.3,75.6,748323.3,211729.9,61930,100.2
13048,72800,Multifamily Housing,1936,1,100,Whole Building,28,121.5,129.3,776406.3,216081.4,72800,149.9
13049,80282,Multifamily Housing,1949,1,100,Whole Building,89,65.7,71.5,1117918.3,320050.7,88310,95.5
13050,90000,Multifamily Housing,1939,1,100,Whole Building,97,49.3,49,1120892.5,319525.2,91000,76.1
13051,79734,Multifamily Housing,1957,1,100,Whole Building,90,71.8,78.7,1003410.7,294082.8,83721,100.5
13052,161250,Multifamily Housing,1951,1,100,Whole Building,94,64,67.7,2341007.6,659699.2,177375,94.7
13053,111750,Multifamily Housing,1952,1,100,Whole Building,92,65.5,70.5,1520689.9,425010.4,117338,95.8
13054,76770,Multifamily Housing,1966,1,100,Whole Building,72,61,65.1,1218606.1,346268.3,89565,92.5
13055,215735,Multifamily Housing,1956,1,100,Whole Building,Not Available,71.3,75.5,3186928.5,914604.2,226522,104.2
13056,141656,Multifamily Housing,1957,1,100,Whole Building,84,73.5,77.5,2299944.9,658202.3,148739,109.3
13057,54000,Multifamily Housing,1961,1,100,Whole Building,68,88,92.2,1043388.1,291410.2,57400,130.4
13058,69322,Multifamily Housing,1958,1,100,Whole Building,84,71.1,74.6,886163,247614.9,71190,100.7
13059,60500,Multifamily Housing,1948,1,100,Whole Building,73,76.8,Not Available,619636.3,176756.8,60500,101.8
13060,104644,Multifamily Housing,1951,2,100,Whole Building,74,67.8,71.7,1657000.3,473748.8,122085,99.4
13061,78733,Multifamily Housing,1955,1,100,Whole Building,Not Available,29.9,32.1,2392509.6,753691.2,80000,93.9
13062,126670,Multifamily Housing,1940,1,100,Whole Building,89,74.8,81,1599440.4,468769.1,126660,104.9
13063,524895,Multifamily Housing,1965,1,100,Whole Building,8,128.3,128,9858673.1,2838877.9,524895,173.9
13064,85200,Multifamily Housing,1942,1,100,Whole Building,30,108.5,Not Available,1066634.3,305128.8,85200,139.9
13065,192510,Multifamily Housing,1951,1,100,Whole Building,50,132.7,Not Available,3110535.1,895341.4,213900,169.6
13066,137500,Multifamily Housing,1937,1,95,Whole Building,88,70,75,1419572.8,398622.3,137500,95.1
13067,211000,Multifamily Housing,1966,1,100,Whole Building,Not Available,125.9,121.4,3326030.9,948181.8,201998,166.6
13068,64032,Multifamily Housing,1940,1,100,Whole Building,85,72.5,77.7,775403,218308.2,70435,99.2
13069,64003,Multifamily Housing,1940,1,100,Whole Building,Not Available,67.5,71.9,881912.5,250334.1,70403,97
13070,80000,Senior Care Community,2001,1,100,Whole Building,26,88.1,93.7,3918340.9,1115674.3,118864,161.4
13072,60186,Multifamily Housing,1941,1,100,Whole Building,98,66.1,70.6,780658.8,219912.7,70127,92.6
13073,105280,Multifamily Housing,1969,1,95,Whole Building,11,130.2,124,2147154.6,629295,105280,179.2
13074,75000,Multifamily Housing,1941,1,100,Whole Building,79,76.3,80.7,1011231.5,282513.8,75000,108.2
13075,122606,Multifamily Housing,1950,1,100,Whole Building,75,102.2,109.2,1939793.8,568521,128736,138.8
13076,123000,Multifamily Housing,1941,1,100,Whole Building,84,67.9,74.7,1728055.9,486410.5,135300,95.8
13077,122606,Multifamily Housing,1951,1,100,Whole Building,61,115,122.5,2097041.5,596536.8,128736,154.8
13078,238128,Multifamily Housing,1956,1,100,Whole Building,80,81.4,87.2,3331925.4,951859.6,250034,113
13079,468546,Multifamily Housing,1991,1,100,Whole Building,68,71.6,74.3,10234215.7,2886219.3,458256,121.8
13080,60025,Multifamily Housing,1951,1,100,Whole Building,49,106.7,111.4,950364.8,264620,60106,144.9
13081,145263,Multifamily Housing,1940,1,100,Whole Building,88,73.3,80.9,1536090.1,450202.2,152526,98
13083,79200,Multifamily Housing,1941,1,100,Whole Building,73,91.5,101,916369,268572.4,83160,119.1
13084,137820,Multifamily Housing,1940,1,100,Whole Building,85,78.4,85,1464586.1,429245.6,144711,103.5
13085,52602,Multifamily Housing,1940,1,100,Whole Building,90,79.1,85.1,605642.8,177503.7,55232,105.9
13086,93000,Multifamily Housing,1940,1,100,Whole Building,79,85.7,94.7,1087937.9,318856.3,97650,113.3
13087,93000,Multifamily Housing,1940,1,100,Whole Building,79,82.5,89,1247903.3,355659.6,97650,113.2
13088,88300,Office,1962,1,100,Whole Building,52,120.6,122.5,1660622.3,459627.3,80860,169.6
13089,112500,Multifamily Housing,1940,1,100,Whole Building,87,72.8,78.6,1265422.8,370874.2,118125,98.8
13090,518929,Office,1982,1,100,Whole Building,87,62.2,65.4,16779814.5,4838570.4,394913,154.1
13092,230000,Multifamily Housing,1939,10,100,Whole Building,88,92,98,3635651.9,1009350.5,329280,119.7
13094,138000,Multifamily Housing,1924,6,100,Whole Building,78,107,114.3,1908820.1,536293.8,164640,136.5
13095,63000,Multifamily Housing,1941,1,100,Whole Building,Not Available,75.7,Not Available,904458.8,Not Available,73500,105.1
13096,59580,Multifamily Housing,1961,1,100,Whole Building,100,51.1,55.2,133743.6,39198,63112,58.1
13098,230000,Multifamily Housing,1924,10,100,Whole Building,5,249.7,265.7,3619498.3,1014470.5,139000,316.6
13099,112577,Non-Refrigerated Warehouse,1939,1,100,Whole Building,93,19.6,22,552523.8,164229.2,126533,29.7
13101,157450,Multifamily Housing,1996,1,100,Whole Building,98,48.5,51.9,1653840.8,473723.5,157450,72.9
13102,721672,Multifamily Housing,1963,1,100,Whole Building,1,200.2,200,21035884.4,5985866.5,685893,271.2
13103,65000,Retail Store,1966,1,100,Whole Building,Not Available,200.2,200,2042580.1,581153.1,66600,271.3
13104,239190,Multifamily Housing,1970,2,100,Whole Building,70,79,Not Available,5353748.7,1492111.7,239190,129.7
13105,290000,Multifamily Housing,1963,1,100,Whole Building,1,200.2,200,8922806.4,2539029.3,290936,271.2
13106,58000,Multifamily Housing,1982,1,100,Whole Building,55,90.5,97.4,1108411.6,319829.3,58000,135
13108,59200,Non-Refrigerated Warehouse,1952,1,100,Whole Building,67,22.4,25.7,338589.3,97338.8,59190,35.5
13113,52800,Multifamily Housing,1930,1,100,Whole Building,5,115.2,121.3,1394789.4,398461.1,52800,176.2
13114,357000,Multifamily Housing,1956,3,100,Whole Building,77,69.3,74.2,5347011.8,1521225.3,392700,101.2
13115,105140,Multifamily Housing,1955,1,100,Whole Building,81,62.5,66.4,1574749.1,448016.3,115654,94.1
13117,62500,Multifamily Housing,1973,1,40,Whole Building,7,56.1,58,3315218.6,1007285.7,62500,169.8
13118,67146,Distribution Center,1957,1,100,Whole Building,91,44.4,52.4,0,0,65000,46.6
13119,50732,Distribution Center,1959,1,100,Whole Building,41,62.2,68.7,1263663.3,365579.5,50720,117.4
13122,88000,Residence Hall/Dormitory,1963,1,100,Whole Building,28,142.9,147.6,3678190.6,1024798.4,92400,229.1
13123,99883,Multifamily Housing,1964,1,100,Whole Building,90,62,65.6,1454665.3,414544.6,116530,91.1
13124,68440,Multifamily Housing,1963,1,100,Whole Building,55,82.6,86.3,931609.1,259106.7,68440,115.2
13125,74600,Multifamily Housing,1959,1,100,Whole Building,20,133.5,140.6,1614644.9,455947.2,65841,187
13126,51341,Multifamily Housing,1962,1,100,Whole Building,73,74,73.2,766516,211637.7,56505,106
13128,136547,Wholesale Club/Supercenter,2005,1,100,Whole Building,2,213.2,218.3,11094950.2,3194990.7,75373,531.6
13129,86600,Distribution Center,1959,1,90,Whole Building,100,1.8,1.8,154343.3,45235.4,86600,5.6
13130,66500,Non-Refrigerated Warehouse,1967,1,100,Whole Building,77,35.6,40.4,727336.1,213170,63513,61.4
13131,409473,Non-Refrigerated Warehouse,1966,1,100,Whole Building,36,89,95.6,18146521.4,5318440.6,406740,186.7
13132,70500,Refrigerated Warehouse,1965,1,100,Whole Building,3,69.2,68.3,3897175,1127990.5,56332,217.2
13133,88500,Non-Refrigerated Warehouse,1930,1,100,Whole Building,68,97.1,109.7,752050.9,224951.5,88500,119.3
13134,143840,Distribution Center,1931,1,100,Whole Building,100,14.3,15.8,301211.3,88280,143840,19.3
13135,171604,Multifamily Housing,1961,1,100,Whole Building,25,119,117.9,1290009,378080,171604,140.6
13136,140000,Distribution Center,1955,1,100,Whole Building,18,115.9,130.4,2440561.8,715287.6,130000,160.9
13137,457750,Non-Refrigerated Warehouse,2009,1,100,Whole Building,73,37,41,7426002.7,2176436.6,472000,71.7
13138,56700,Non-Refrigerated Warehouse,1952,1,100,Whole Building,7,45.8,45.8,2424976.7,710719.9,53000,143.7
13139,53000,Non-Refrigerated Warehouse,1967,1,100,Whole Building,2,155.1,Not Available,804398.8,Not Available,53143,194.1
13140,55120,Non-Refrigerated Warehouse,1965,1,100,Whole Building,98,10.8,11.7,161018.2,47191.7,55045,17.5
13141,59000,Distribution Center,1987,1,100,Whole Building,45,25.4,25.4,1523116.8,446399.9,60000,79.7
13142,191661,Mixed Use Property,1957,1,100,Whole Building,93,51.2,53.6,1719792.7,504042.4,191000,88.8
13144,52720,Distribution Center,1966,1,100,Whole Building,13,127.6,127.6,473861.4,138880.8,52720,152.8
13145,54600,Non-Refrigerated Warehouse,1963,1,100,Whole Building,91,10.7,11.1,472698.5,138540,54600,29.3
13146,83550,Distribution Center,1963,1,100,Whole Building,54,46.5,51.8,149254.7,52998,124500,50
13147,84000,Refrigerated Warehouse,1965,1,100,Whole Building,85,37.3,37.3,3134476.9,918662.5,84000,117.2
13148,87810,Non-Refrigerated Warehouse,1963,1,100,Whole Building,37,56.2,59.4,3268324,943465.9,87810,136.8
13149,57430,Refrigerated Warehouse,1940,1,100,Whole Building,49,78.7,Not Available,4588476.1,Not Available,58323,247
13150,59000,Other,1985,1,100,Whole Building,88,75.4,83.6,463568.4,135864.1,74000,92.3
13151,52260,Wholesale Club/Supercenter,2000,1,85,Whole Building,Not Available,35.3,39.7,1266338.1,371142.4,65000,77.8
13152,93000,Non-Refrigerated Warehouse,1970,1,100,Whole Building,75,64.5,70.3,1523116.8,446399.9,97650,100.3
13153,120200,Refrigerated Warehouse,1940,1,100,Whole Building,89,31.9,31.9,3828378,1122033.3,120200,100
13154,247461,Manufacturing/Industrial Plant,1925,1,100,Whole Building,Not Available,315.2,321.9,16960545.4,4933472.4,254000,468.2
13155,72800,Manufacturing/Industrial Plant,1972,1,100,Whole Building,Not Available,41.7,45.9,527907.8,154720.9,72000,59.2
13156,150000,Non-Refrigerated Warehouse,1954,1,100,Whole Building,79,34.7,37,1003036,304668.7,150000,50
13157,51530,Non-Refrigerated Warehouse,1950,1,100,Whole Building,1,98.2,98.2,5107559.5,1496939.9,52000,308.4
13158,79000,Non-Refrigerated Warehouse,1950,1,100,Whole Building,100,2.6,2.6,204993,60080,80000,8
13159,161000,Distribution Center,1950,1,100,Whole Building,43,39,42.6,4712962.4,1347565.2,200000,90.2
13160,114000,Non-Refrigerated Warehouse,1930,1,100,Whole Building,79,32.6,Not Available,930473.9,275146.5,131000,49
13161,167000,Non-Refrigerated Warehouse,1980,1,100,Whole Building,65,43.3,Not Available,3438647.6,Not Available,180000,85.3
13162,121425,Non-Refrigerated Warehouse,1980,1,100,Whole Building,41,46.4,Not Available,1956853.8,Not Available,120000,82.8
13163,87053,Non-Refrigerated Warehouse,1980,1,100,Whole Building,83,33,Not Available,1404519.1,Not Available,75000,73.8
13164,64920,Distribution Center,1963,1,100,Whole Building,71,24.6,25.4,828433.6,228324.8,66000,52
13165,100000,Non-Refrigerated Warehouse,1945,1,100,Whole Building,15,89.5,89.5,1969923.2,577351.4,100010,135.1
13166,157000,Distribution Center,1943,1,100,Whole Building,Not Available,2.1,2.1,334605.8,96309.5,158904,6.6
13168,51209,Manufacturing/Industrial Plant,1930,1,70,Whole Building,Not Available,17.3,16.9,885564.8,253307.1,51209,54.3
13171,75447,Non-Refrigerated Warehouse,1965,1,100,Whole Building,83,10.8,Not Available,312821,Not Available,75447,20
13172,95963,Distribution Center,1967,1,100,Whole Building,50,24.4,23.3,2220896.4,620172.9,91000,76.6
13173,202050,Manufacturing/Industrial Plant,1946,1,90,Whole Building,Not Available,339.3,342.3,29446243.3,8450259.2,200000,663.9
13174,127587,Non-Refrigerated Warehouse,1990,1,100,Whole Building,89,30.5,32.3,2156187.9,631942.5,129043,67
13175,60600,Refrigerated Warehouse,1964,1,100,Whole Building,4,123.9,123,7586039.3,2196157.1,63518,379.7
13176,81900,Manufacturing/Industrial Plant,1961,1,100,Whole Building,Not Available,903.2,899.2,22236706.1,6420179.6,82428,1512.2
13177,195100,Other,1967,1,100,Whole Building,Not Available,8.4,Not Available,3203304.5,Not Available,380000,26.5
13179,51749,Non-Refrigerated Warehouse,1954,1,100,Whole Building,99,6.5,7.2,34551.5,10126.4,53000,8.1
13180,151500,Self-Storage Facility,1953,1,100,Whole Building,Not Available,14.2,16.5,749275.2,219600,151500,25.2
13182,62102,Multifamily Housing,1963,1,100,Whole Building,1,154.5,154.5,2699028.4,791039.9,62102,253
13183,50367,Hotel,2008,1,100,Whole Building,32,82.1,83.4,2263581,681866.1,50367,180.2
13186,66223,Senior Care Community,1972,1,100,Whole Building,62,90.2,92.2,5053457.7,1519188,66223,254.2
13189,154337,Supermarket/Grocery Store,1996,1,100,Whole Building,82,200.7,205,7052952,2039411.9,52336,492.4
13190,70000,Distribution Center,1927,1,100,Whole Building,70,30.7,33.2,737949.1,216280.5,70000,53.4
13192,53910,Multifamily Housing,1959,1,100,Whole Building,Not Available,88.1,Not Available,962191.4,272943.6,53910,129.7
13193,66924,Multifamily Housing,1959,1,100,Whole Building,51,105.7,111.5,1163040,325487.6,66924,147.3
13195,94432,Multifamily Housing,1963,1,100,Whole Building,85,76.9,81.3,601972.3,176428,96432,93.8
13196,57816,Multifamily Housing,1964,1,100,Whole Building,26,97.8,102.1,1628551,463557.9,60706,158.7
13199,292651,Multifamily Housing,1952,3,100,Whole Building,94,76.2,81.2,3095547.5,887188.8,292651,101.9
13200,319025,Multifamily Housing,1952,3,100,Whole Building,81,84.5,88.6,4858713.3,1364636.1,319025,120.5
13201,114715,Senior Care Community,1972,1,100,Whole Building,31,165.6,171.3,5830425.6,1662728.9,120450,275
13202,51723,Senior Care Community,1974,1,100,Whole Building,90,122.9,128.8,1927009.5,553701.2,51723,206.9
13206,68700,Multifamily Housing,1949,1,100,Whole Building,13,109.2,114.7,941173.7,275842.2,50350,150.1
13207,98220,Multifamily Housing,1939,1,100,Whole Building,83,74.1,79.3,1081985.8,309164.3,114590,97.5
13208,53468,Multifamily Housing,1927,1,100,Whole Building,77,90.2,97.7,95888.6,28628.4,53468,98.4
13209,100780,Multifamily Housing,1941,1,100,Whole Building,67,90.1,96.7,1077710.9,305320.9,100080,117
13210,101304,Multifamily Housing,1941,1,100,Whole Building,76,82.4,88,1087619.4,306012.2,105304,108.1
13211,104708,Multifamily Housing,2000,1,100,Whole Building,95,67.2,71.8,882071.6,250293.7,104708,88.2
13212,52080,Multifamily Housing,1939,1,100,Whole Building,57,94.8,100.5,768116.1,219791.8,57288,127.6
13213,64935,Multifamily Housing,1939,0,100,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,75757,Not Available
13214,52584,Multifamily Housing,1927,1,100,Whole Building,40,116.3,127.6,114827.4,33654,52600,126.4
13215,68946,Multifamily Housing,1936,1,100,Whole Building,83,66.5,71,740815,212062.4,80437,89.1
13216,84018,Multifamily Housing,1930,1,100,Whole Building,75,76.3,80.8,984751,278359.5,89971,103
13217,62400,Multifamily Housing,1939,1,100,Whole Building,72,77.1,82.4,854893.7,250555,63000,109.2
13218,62400,Multifamily Housing,1941,1,100,Whole Building,80,64.5,68.2,1021300.3,295245.3,63000,101.6
13219,76643,Multifamily Housing,1940,1,100,Whole Building,87,68.2,72.6,820691.8,240531,78643,93.4
13220,160968,Multifamily Housing,1942,1,100,Whole Building,83,72.6,77.9,1812539.8,517789.5,160968,99.7
13221,141948,Multifamily Housing,1952,1,100,Whole Building,68,76.2,80.8,1887958.5,535935.5,153606,105.5
13222,69000,Multifamily Housing,1954,1,100,Whole Building,49,85.6,91.8,983970.7,274679.8,69000,119.7
13223,62400,Multifamily Housing,1937,1,100,Whole Building,41,104.9,Not Available,808812.2,Not Available,64500,132.7
13224,68517,Worship Facility,1948,1,100,Whole Building,82,46.8,51.3,585531.3,171609.4,68516,65.9
13225,106464,Multifamily Housing,1970,1,100,Whole Building,92,61.4,67.2,1433383.9,401124.3,114987,90.3
13226,70000,Multifamily Housing,1941,1,100,Whole Building,90,60.5,64.2,820773.6,229232.2,81666,84.6
13227,106140,Multifamily Housing,1952,1,100,Whole Building,50,95.9,101.8,1285961.8,356367.5,106140,125.7
13228,67188,Multifamily Housing,1939,1,100,Whole Building,10,140.1,Not Available,948013.4,Not Available,69250,170.7
13229,127152,Multifamily Housing,1970,1,100,Whole Building,95,58.1,60.9,1780567.1,510424.2,156767,84.5
13230,88986,Multifamily Housing,1939,1,100,Whole Building,73,71,77.3,1167630.8,335016.7,103817,98
13231,60000,Multifamily Housing,1940,1,100,Whole Building,50,99.3,105.3,889197.9,250039.2,60000,135.1
13232,190400,Multifamily Housing,1948,1,100,Whole Building,96,41.5,41,2935626.8,832499,190400,75.8
13233,67200,Multifamily Housing,1960,1,100,Whole Building,99,61.5,Not Available,221585.2,64942.9,67000,71.3
13234,104778,Multifamily Housing,1970,1,100,Whole Building,95,57.5,60.8,1268731.7,371844,132712,80.2
13235,57600,Multifamily Housing,1939,1,100,Whole Building,Not Available,73.6,78.2,808237.2,226244.6,63360,103.9
13236,78384,Multifamily Housing,1940,1,100,Whole Building,100,15.5,15.1,774455.8,217792.8,74228,38.1
13237,62010,Multifamily Housing,1940,1,100,Whole Building,53,87.4,Not Available,860024.7,245555.5,62010,120.7
13238,72000,Multifamily Housing,1948,1,100,Whole Building,100,16.7,16.1,1186724.3,333096.4,79056,48.9
13239,73620,Multifamily Housing,1936,1,100,Whole Building,36,91.5,98.1,874021,249512.5,73620,120.9
13241,68496,Multifamily Housing,1940,1,100,Whole Building,79,75.7,80.4,707285.6,197256.5,70551,100.3
13242,61190,Multifamily Housing,1960,1,100,Whole Building,40,94.8,100.7,790661.5,231729.6,61190,126.5
13243,50400,Multifamily Housing,1970,1,100,Whole Building,90,68,71.3,699958.1,194771.3,58539,96
13244,63693,Multifamily Housing,1941,1,100,Whole Building,48,97.8,103.9,945538.4,277121.4,64520,133
13245,60000,Multifamily Housing,1939,1,100,Whole Building,Not Available,79.1,84.9,717770.8,204954.1,62000,107.3
13246,64932,Multifamily Housing,1941,1,100,Whole Building,100,15.8,15.3,908762.3,256101.2,75754,41.6
13247,63624,Multifamily Housing,1940,1,100,Whole Building,100,14.6,14.3,798820.8,225974.4,74228,37.9
13248,74400,Office,1941,1,100,Whole Building,94,61,Not Available,709243.9,199131.2,74400,83.9
13249,59532,Multifamily Housing,1953,1,95,Whole Building,76,74.9,78.6,978715.1,275202.5,68250,108.6
13250,66324,Multifamily Housing,1941,1,100,Whole Building,58,95.8,104.3,783251.9,223757.2,58594,128.5
13251,174052,Multifamily Housing,1963,1,100,Whole Building,59,87.3,93.4,2061511.1,586361.4,129932,122.1
13253,51173,Multifamily Housing,2010,1,100,Whole Building,100,40,42.7,635059,186125.1,51173,68
13254,57600,Multifamily Housing,2000,1,100,Whole Building,75,75.1,81.2,1084294.1,306232.8,60306,116.5
13255,72360,Multifamily Housing,1956,1,100,Whole Building,Not Available,87.2,92.9,1157893.3,330728.8,71883,125.3
13256,73770,Multifamily Housing,1960,1,100,Whole Building,60,99.4,109.4,1266772,359722.2,73770,137
13257,63000,Multifamily Housing,1940,1,100,Whole Building,86,67.8,Not Available,684782.6,190800,74480,90.3
13258,119040,Multifamily Housing,1939,1,100,Whole Building,15,112.1,Not Available,2139286,614854,142798,148.9
13259,120500,Multifamily Housing,1939,1,100,Whole Building,65,82.7,Not Available,1227379.3,336827.4,142798,104.6
13260,149558,Multifamily Housing,1952,1,100,Whole Building,84,90.9,96.8,1769297.2,518551.3,131868,123.2
13261,132000,Multifamily Housing,1939,1,100,Whole Building,86,64.1,Not Available,1176893,333171.8,163625,82.3
13262,52543,Multifamily Housing,1956,1,100,Whole Building,89,79,84.3,733475.8,214969.4,55170,110.5
13264,57600,Other,1956,1,100,Whole Building,Not Available,73.2,72.6,970645.7,274290,57600,112.1
13265,97104,Multifamily Housing,1963,1,100,Whole Building,27,104.2,110.5,1960658.2,554399.9,97104,151.6
13266,74000,Multifamily Housing,1963,1,100,Whole Building,39,105.5,112.1,1365120.7,380908.5,77700,147.5
13267,115200,Multifamily Housing,1962,1,100,Whole Building,83,74.8,80,1663492,466028.9,115200,108.7
13268,61476,Multifamily Housing,1951,1,100,Whole Building,Not Available,69.5,Not Available,355910.6,Not Available,64550,84.5
13269,144000,Multifamily Housing,1963,1,100,Whole Building,80,76.1,80.2,2062943,576135.9,151200,108.5
13270,57600,Multifamily Housing,2000,1,100,Whole Building,74,75.9,81.7,1077202.8,307075.6,60306,117
13271,275197,Multifamily Housing,1970,1,100,Whole Building,73,80.3,84.6,4527045,1292324,265073,119.8
13272,54336,Multifamily Housing,1958,1,100,Whole Building,59,86,91.6,683283.7,190120.4,54271,116.5
13273,51700,Multifamily Housing,1986,1,95,Whole Building,76,73.2,72.5,917315.7,257701.9,50200,115.1
13274,75216,Multifamily Housing,1947,1,100,Whole Building,47,95,102.2,837760.6,231721.9,82403,121
13275,177710,Multifamily Housing,1970,1,100,Whole Building,68,78.4,82.8,2847699.6,812906.6,178240,115.5
13276,90300,Multifamily Housing,1950,1,100,Whole Building,16,126,136.8,1440057.4,404241.1,77300,171.3
13277,75378,Multifamily Housing,1939,1,100,Whole Building,87,71.6,77,1133899.7,319577.9,87941,99.8
13278,77400,Multifamily Housing,1939,1,100,Whole Building,Not Available,73.9,78.6,1492211,429056,92691,111.2
13279,112800,Multifamily Housing,1964,1,100,Whole Building,28,101.6,110.2,1845053.4,525259.8,112800,140.6
13280,92400,Multifamily Housing,1955,1,100,Whole Building,28,84.1,87.8,1868957.1,525843.5,107800,124.5
13281,114400,Multifamily Housing,1953,1,100,Whole Building,37,97,101.4,2107251.2,590038.7,125216,136.4
13282,86136,Multifamily Housing,1953,1,100,Whole Building,59,88.8,93.3,1907336.9,530207.8,86136,139.5
13283,85800,Multifamily Housing,1955,1,100,Whole Building,34,101.5,114.3,1788979.8,513604.5,100100,143.1
13284,109200,Multifamily Housing,1961,1,100,Whole Building,57,77.8,85.2,1832448.7,531018.7,127400,111.6
