ID,PublicORResidential,city,principleActivity,ClimateZone,BuildingArea,numFloorAbove,numFloorBelow,WWR_South,WWR_North,WWR_East,WWR_West,ExWindowHTC_East,ExWindowHTC_West,ExWindowHTC_South,ExWindowHTC_North,SC_East,SC_West,SC_South,SC_North,RoofHTC,ExWallHTC,OverheadFloorHTC,FloorHTCOuter,exWinAirtightness,HeatingLoad,CoolingLoad
2175,0,wuxi,3,3,142043,33,3,0.44,0.07,0.06,0.06,2.5,2.5,2.5,2.5,0.36,0.36,0.37,0.37,0.459,0.426,0.95,0.37,6,33.54,55.31
2185,1,xuzhou,7,2,9694.73,1,18,0.08,0.02,0.38,0.23,2.4,2.4,2.4,2.4,0.83,0.83,0.83,0.83,0.52,0.52,1.62,0.41,6,11.63,39.74
2195,1,wuxi,7,3,2960.34,6,6,0.16,0.16,0.16,0.16,3,3,3,3,0.27,0.27,0.27,0.27,0.37,0.37,1.5,1.41,6,24.06,22.86
2205,1,taizhou,7,3,12718.16,2,2,0.52,0.52,0.52,0.52,1.29,1.29,1.29,1.29,0.35,0.35,0.35,0.35,0.65,0.65,0.52,0.52,7,11.17,11.49
2215,0,nantong,3,3,108139.66,10,0,0.23,0.23,0.23,0.23,2.3,2.3,2.3,2.3,0.75,0.75,0.75,0.75,0.59,0.68,1,0.83,6,86.53,131.21
2225,1,nantong,7,3,3947.7,6,0,0.6,0.45,0.45,0.6,3,3,3,3,0.08,0.08,0.08,0.08,1.38,1.04,1.13,0.7,4,23.51,35.63
2235,1,lianyungang,3,2,1205.28,6,6,0.18,0.17,0.03,0.12,2.5,2.5,2.5,2.5,0.83,0.83,0.83,0.83,0.307,0.553,2.3,,6,23.62,19.64
2245,1,wuxi,7,3,22563,29,9,0.01,0.24,0.01,0.16,1.9,1.9,1.9,1.9,0.61,0.34,0.61,0.61,0.35,0.41,0.77,0.01,7,16.08,30.15
225,1,huaian,7,3,11764.9,2,1,0.36,0.3,0.08,0.08,2.7,2.7,2.7,2.7,0.45,0.45,0.45,0.45,0.78,1.27,0.61,1.65,6,31.29,45.57
2255,0,suzhou,3,3,76667,24,2,0.57,0.78,0.66,0.83,2.4,2.4,2.4,2.4,0.34,0.34,0.34,0.34,0.62,0.66,0.91,0.57,4,45.11,88.33
2265,1,taizhou,7,3,4737.65,1,6,0.03,0.03,0.44,0.44,2.4,2.4,2.4,2.4,0.03,0.03,0.03,0.03,0.58,0.58,0.59,0.66,6,3.49,7.64
2275,0,suzhou,1,3,162152.56,5,5,0.16,0.17,0.23,0.05,2.7,2.7,2.7,2.7,0.54,0.54,0.54,0.54,0.51,0.65,1.2,1.96,3,9.21,9.21
2285,1,wuxi,7,3,17947.47,24,4,0.05,0.36,0.01,0.27,2.34,2.34,2.34,2.34,0.78,0.78,0.78,0.78,0.53,1.87,0.51,1.98,6,16,38.04
2295,0,wuxi,3,3,18176,39,9,0.71,0.31,0.73,0.31,1.7,1.7,1.7,1.7,0,0,0,0,0.481,0.752,0.496,0.496,3,18.08,48.66
2305,1,nantong,7,3,4895,2,2,0.27,0.23,0.11,0.11,3.1,3.1,3.1,3.1,0.5,0.5,0.5,0.5,0.52,0.76,1.04,,4,17.43,25.88
2315,1,taizhou,7,3,7980,6,6,0.75,0.2,0.93,0.19,1.4,3,1.35,1.74,0.93,0.6,0.673,0.93,0.62,1,2,0.62,6,19.26,5.67
2325,1,zhenjiang,7,3,4599,9,9,0.911,0.82,0.34,0.34,3,3,3,3,0.5,0.5,0.5,0.5,0.911,2.5,0.5,0.82,6,14.74,11.25
2335,1,huaian,7,3,2156.2,4,4,0.01,0.01,0.22,0.22,2.88,2.88,2.88,2.88,0.84,0.84,0.84,0.84,0.58,0.84,1.06,1.62,6,18.24,29.98
2345,1,suzhou,7,3,17491.3,25,1,0.37,0.11,0.06,0.06,2.4,2.4,2.4,2.4,0.3,0.3,0.3,0.3,0.48,0.3,0.64,1.19,6,18.47,20.04
235,1,huaian,7,2,10005.23,11,1,0.12,0.23,0.29,0.13,3,3,3,3,0.89,0.89,0.89,0.89,0.32,0.45,2.22,1,6,21.93,8.21
2355,0,suzhou,3,3,61589.1,20,2,0.66,0.79,0.73,0.54,2.3,2.3,2.3,2.3,0.57,0.57,0.57,0.57,0.56,0.43,0.82,0.43,1,104.81,161.36
2365,1,lianyungang,7,2,5182.81,5,0,2.77,2.77,2.77,2.77,3,3,3,3,0.86,0.86,0.86,0.86,0.46,1.09,1.09,1.09,7,16.69,22.14
2375,0,yancheng,3,3,13383.81,3,3,0.46,0.71,0.85,0.25,2.6,2.6,2.6,2.6,0.43,0.43,0.43,0.43,0.46,0.71,0.85,,1,53.45,48.94
2385,0,suzhou,3,3,33975.01,2,2,0.11,0.5,0.42,0.22,1.89,1.89,1.89,1.89,0.32,0.32,0.32,0.32,0.5,0.42,1.89,0.22,3,120.73,144.51
2395,0,xuzhou,3,2,27581.84,4,4,0.39,0.36,0.29,0.01,2.8,2.8,2.8,2.8,0.38,0.38,0.38,0.38,0.36,0.39,0.58,0.38,6,87.91,59.27
2405,0,nanjing,3,3,22672,23,0,0.23,0.35,0.21,0.25,2.6,2.6,2.6,2.6,0.37,0.37,0.36,0.36,0.501,0.654,0.882,0.501,3,22.85,52.22
2415,1,taizhou,7,3,3812.24,6,6,0.02,0.37,0.02,0.25,1.08,1.08,1.08,1.08,0.92,0.92,0.92,0.92,0.482,1.08,0.92,0.736,4,19.05,11.99
2425,1,wuxi,7,3,7304.89,7,6,0.06,0.43,0.05,0.19,2.59,2.88,2.6,2.9,0.55,0.78,0.6,0.74,0.634,1.2,0.615,1.53,6,17.21,13.08
2435,1,lianyungang,7,2,4194,6,6,0.06,0.19,0.09,0.06,2.3,2.3,2.3,2.3,0.59,0.59,0.59,0.59,0.305,0.558,0.619,0.5,6,27.63,30.5
2445,1,wuxi,7,3,12492.46,18,2,0.514,0.222,0.26,0.28,1.3,2.94,2.87,3.13,0.43,0.95,0.43,0.43,0.675,0.687,0.687,1.26,4,19.9,14.61
245,1,lianyungang,7,2,4921.72,6,6,0.16,0.17,0.25,0.25,3,3,2.23,2.23,0.84,0.84,0.84,0.84,0.451,1.12,1.29,,4,33.3,28.79
2455,0,nanjing,3,3,22430,2,2,0.572,0.646,0.513,0.676,2.4,2.4,2.4,2.4,0.25,0.25,0.25,0.25,0.572,0.646,0.513,0.676,4,10.26,30.68
2465,1,suqian,7,3,3169,2,2,0.27,0.13,0.16,0.18,2.7,2.7,2.7,2.7,0.38,0.38,0.38,0.38,0.59,0.63,1.15,2.7,6,11.3,15.67
2475,0,suzhou,3,3,61296.8,0,0,0.42,0.42,0.41,0.42,2.7,2.7,2.7,2.7,0.41,0.41,0.41,0.41,0.54,0.64,0.75,0.78,3,5.29,5.29
2485,0,nantong,2,3,52748.13,5,1,0.24,0.22,0.09,0.25,2.4,2.4,2.4,2.4,0.38,0.38,0.38,0.38,0.54,0.71,1.23,0.24,6,90.39,131.27
2495,0,huaian,3,3,2036.18,3,3,0.19,0.28,0.32,0.32,2.902,2.902,2.902,2.902,0.19,0.19,0.19,0.19,0.9,0.9,0.78,0.9,6,145.95,166.21
25,0,suzhou,3,3,27938.38,16,1,0.36,0.57,0.27,0.29,2.2,2.2,2.2,2.2,0.5,0.5,0.5,0.5,0.5,0.5,1.31,0.07,6,87.67,2.91
2505,0,suzhou,3,3,24500.98,1,1,0.22,0.27,0.15,0.27,3.34,3.35,3.33,3.39,0.71,0.65,0.71,0.71,0.53,1.2,1.15,0.22,6,3.74,3.74
2515,1,yangzhou,7,3,8458,18,6,0.27,0.27,0.27,0.27,3.4,3.4,3.4,3.4,0.04,0.04,0.04,0.04,0.478,0.963,0.86,1.37,7,21.16,18.53
2525,0,suzhou,3,3,90322.84,43,3,0,0,0,0,2.5,2.5,2.5,2.5,0.3,0.3,0.3,0.3,0.57,0.53,0.85,0.65,4,7.92,7.92
2535,1,taizhou,7,3,2709.4,6,0,0.89,0.22,0.52,0.06,3.33,3.33,3.33,3.33,0.32,0.32,0.32,0.32,0.39,0.54,1.29,1.29,6,29.63,46.27
2545,0,yangzhou,3,3,22233,2,2,0.34,0.3,0.21,0.23,2.6,2.6,2.6,2.6,0.38,0.38,0.38,0.38,0.54,0.63,0.63,1.59,4,106.79,120.48
255,0,suzhou,3,3,28726.88,3,3,0.45,0.48,0.47,0.48,2.5,2.5,2.5,2.5,0.3,0.3,0.3,0.3,0.72,0.46,0.9,0.45,3,59.93,0
2555,1,yancheng,7,3,4665.77,15,2,0.46,0.16,0.08,0.06,1.41,1.41,1.41,1.41,0.73,0.73,0.73,0.73,0.79,0.89,0.89,0.89,7,30.21,46.32
2565,1,taizhou,7,3,2477.63,7,7,0.03,0.03,0.03,0.03,2.04,2.04,2.04,2.04,0.7,0.7,0.7,0.7,0.48,0.83,0.81,0.83,6,8.41,16.27
2575,0,suzhou,3,3,14133.29,2,2,0.44,0.43,0.33,0.21,2.5,2.5,2.5,2.5,0.57,0.57,0.57,0.57,0.75,0.75,2.5,2.2,6,105.1,112.97
2585,0,xuzhou,1,2,15067.3,6,6,0.14,0.25,0.26,0.24,2.7,2.7,2.7,2.7,0.5,0.5,0.5,0.5,0.36,0.43,1.44,0.55,6,38.58,70.45
2595,0,wuxi,3,3,4699,3,3,0.01,0.05,0.03,0.09,2.8,2.8,2.8,2.8,0.57,0.57,0.57,0.57,0.492,0.615,0.615,0.296,6,33.4,46.18
2605,0,nantong,1,3,7636.59,2,1,0.48,0.47,0.31,0.26,2.6,2.6,2.6,2.6,0.47,0.38,0.38,0.38,0.4,0.75,0.77,0.48,6,15.19,17.15
2615,0,suzhou,3,3,6360.6,6,6,0.39,0.49,0.03,0.03,1.9,1.9,1.9,1.9,0.46,0.46,0.46,0.46,0.56,0.53,0.56,,4,88.52,53.2
2625,1,suqian,7,3,7292.22,10,0,0.17,3.002,0.6,2.39,3.2,3.2,3.2,3.2,0.4,0.4,0.4,0.4,0.62,0.62,1.84,0.33,6,1.97,1.91
2635,0,nanjing,6,3,9126.9,12,2,0.22,0.21,0.19,0.22,2.6,2.6,2.6,2.6,0.46,0.46,0.46,0.46,0.69,0.74,1.25,1.37,3,80.43,86.95
2645,1,wuxi,7,3,9766,11,1,0.13,0.43,0.12,0.23,2.7,2.7,2.7,2.7,0.837,0.837,0.837,0.837,0.566,0.837,1.13,2.98,4,14.98,15
265,0,yangzhou,3,3,20273,13,0,0.25,0.41,0.15,0.37,2.7,2.7,2.7,2.7,0.3,0.3,0.3,0.3,0.642,0.642,0.485,0.333,6,11.62,39.63
275,1,suzhou,7,3,35107.85,33,2,0.36,0.13,0.06,0.06,2.6,2.6,2.6,2.6,0.4,0.4,0.4,0.4,0.81,0.78,2.47,0.36,6,23.54,34.26
285,0,yangzhou,3,3,27889,5,0,0.07,0.25,0.15,0.23,2.49,2.49,2.49,2.49,0.41,0.41,0.41,0.41,0.502,1.24,0.676,0.07,6,17,48.33
295,0,suzhou,3,3,37345,11,1,0.05,0.09,0.08,0.08,1.7,1.7,1.7,1.7,0.6,0.6,0.6,0.6,0.4,0.78,1.06,0.05,3,76.16,127.88
305,1,taizhou,7,3,4420.48,6,6,0.03,0.33,0.03,0.27,2.86,2.92,2.86,3,0.84,0.89,0.84,0.84,1.56,1.66,1.56,0.514,4,17.82,14.33
315,1,suqian,7,3,1779.5,6,1,0.07,0.07,0.24,2.5,3.2,3.2,3.2,3.2,0.65,0.65,0.65,0.65,0.65,0.65,0.9,0.65,6,2.02,8.63
325,1,xuzhou,7,2,4876,11,1,0.06,0.06,0.27,0.15,2.6,2.6,2.6,2.6,0.5,0.5,0.5,0.5,0.5,1.03,0.96,1.03,6,19.21,14.62
335,0,xuzhou,3,2,21353.86,24,2,0.1,0.39,0.1,0.38,2.9,2.9,2.9,2.9,0.84,0.84,0.84,0.84,0.57,0.617,0.617,0.85,6,40.7,73.84
345,1,taizhou,7,3,2381,6,6,0.03,0.03,0.37,0.23,0,0,0,0,0.62,0.62,0.62,0.62,0.54,0.54,0.03,0.03,6,9.24,12.51
35,1,changzhou,7,3,15286,2,6,0.33,0.25,0.09,0.21,3.2,2.7,3.2,3.2,0.21,0.86,0.72,0.86,0.69,0.66,0.91,2.7,6,14,24.65
355,0,wuxi,3,3,20982.6,12,2,0,0,0,0,2.4,2.4,2.4,2.4,0.62,0.62,0.62,0.62,0.62,0.89,0.86,1.11,6,25.93,36.81
365,1,nanjing,7,3,12596.2,17,1,2.97,1.5,0.514,0.514,2.5,2.5,2.5,2.5,0.86,0.86,0.86,0.86,0.763,0.767,0.763,0.514,6,13.84,16.17
375,1,yancheng,7,3,14076.3,2,6,0.36,0.16,0.05,0.06,2.8,2.8,2.8,2.8,0.84,0.84,0.84,0.84,0.41,0.85,1.84,2.8,6,29.33,47.1
385,1,suzhou,7,3,609.86,2,2,0.15,0.12,0.14,0.14,2.6,2.6,2.6,2.6,0.57,0.57,0.57,0.57,0.47,0.56,2.6,2.6,5,30.35,42.64
395,1,suzhou,7,3,753.08,6,6,0.3,0.12,0.08,0.08,2.4,2.4,2.4,2.4,0.42,0.42,0.42,0.42,0.45,0.65,0.65,,7,14.98,22.9
405,1,changzhou,4,3,27181,2,2,0.27,0.22,0.06,0.06,2.8,2.8,2.8,2.8,0.5,0.5,0.5,0.5,0.61,0.7,0.5,0.61,7,25.22,40.23
415,0,xuzhou,3,2,29143.4,29,9,0.79,0.79,0.79,0.79,1.9,1.9,1.9,1.9,0.37,0.37,0.37,0.37,0.39,0.47,0.47,0.75,3,50.14,56.15
425,0,nanjing,3,3,42229,23,3,0.39,0.66,0.55,0.7,2.5,2.5,2.5,2.5,0.35,0.35,0.35,0.35,0.695,0.839,0.695,0.839,3,19.49,61.52
435,0,nanjing,5,3,15000,0,0,0.29,0.22,0.3,0.21,1.9,1.9,1.9,1.9,0.5,0.5,0.5,0.5,0.574,0.906,0.574,0.998,6,15.44,80.48
445,1,taizhou,7,3,508.82,3,3,0.1,2.2,0.12,2.2,2.24,2.2,2.2,2.2,0.514,0.72,0.74,0.68,0.738,0.22,0.372,0.5,6,15.81,9.45
45,1,huaian,7,3,4284.31,6,6,0.77,0.3,0.22,0.22,3,3,3,3,0.15,0.15,0.15,0.15,0.67,1.5,0.92,1.54,4,28.23,39.14
455,0,wuxi,3,3,68603,28,8,0.41,0.51,0.41,0.44,3,3,3,3,0.34,0.34,0.34,0.35,0.545,0.942,0.942,0.942,2,22.48,81.19
465,1,taizhou,7,3,3002.43,6,0,0.36,2.3,0.39,0.12,2.3,2.3,2.3,2.3,0.39,0.39,0.39,0.39,0.77,0.77,1.09,,6,22.18,33.52
475,1,huaian,7,3,5075.04,2,2,0.28,0.2,0.02,0.02,3.2,3.2,3.2,3.2,0.89,0.89,0.89,0.89,0.46,2.15,0.47,2.13,4,17.94,32.25
485,1,huaian,7,3,4359.4,6,2,0.36,0.25,0.16,0.16,2.8,2.8,2.8,2.8,0.77,0.77,0.77,0.77,0.54,1.85,0.35,2.8,4,20.8,33.17
495,1,huaian,7,3,2419.57,2,9,0.88,0.34,0.35,0.08,3.4,3.4,3.4,3.4,0.84,0.84,0.84,0.84,0.54,1.85,0.54,1.85,6,29.65,49.12
5,0,suzhou,3,3,34433.23,2,2,0.35,0.14,0.32,0.29,2.2,2.2,2.2,2.2,0.58,0.58,0.58,0.58,0.51,0.6,0.77,0.25,6,72.92,96.8
505,1,nantong,7,3,5726,6,0,0.03,0.38,0.03,0.03,2.6,2.6,2.6,2.6,0.33,0.33,0.33,0.33,1.3,1.04,0.74,0.8,4,24.58,34.94
515,0,taizhou,3,3,10427.1,8,0,0.43,0.41,0.32,0.69,2.5,2.5,2.5,2.5,0.32,0.32,0.32,0.32,0.62,,,0,6,5.09,5.33
525,0,taizhou,3,3,5792.6,6,6,0.866,0.14,0.38,0.55,3.01,2.63,2.72,2.5,0.514,0.34,0.26,0.31,0.662,0.659,0.514,0.24,4,20.57,38.67
535,1,suzhou,7,3,2383.94,6,2,0.42,0.19,0.07,0.05,2.6,2.6,2.6,2.6,0.4,0.4,0.4,0.4,0.49,0.49,0.49,0.49,6,19.84,21.74
545,1,suqian,7,3,4912,2,6,0.36,0.25,0.15,0.15,2.5,2.5,2.5,2.5,0.5,0.5,0.5,0.5,0.56,0.73,2.5,2.5,6,24.25,39.2
55,0,xuzhou,2,2,2491.68,3,2,0.5,0.42,0.09,0.44,2.25,2.23,2,2.22,0.34,0.34,0.34,0.34,0.389,0.658,0.658,0.85,3,112.37,184.61
555,0,huaian,5,3,18556.4,1,1,0.06,0.35,0.09,0.3,2.4,2.4,2.4,2.4,0.42,0.42,0.42,0.42,0.58,0.75,0.7,0.79,4,84,87.68
565,1,huaian,7,3,3023.01,2,2,0.36,0.26,0.07,0.06,1.4,1.4,2.97,2.83,0.88,0.88,0.88,0.88,1.2,1.3,1.4,2.1,4,31.49,53.01
575,0,xuzhou,3,2,11959.89,6,1,0.26,0.29,0.26,0.28,1.97,2.3,1.97,2.3,0.46,0.46,0.46,0.46,0.368,0.367,0.428,0.26,6,122.07,132.11
585,1,huaian,7,3,7109.81,11,1,0.23,0.3,0.16,0.16,2.5,2.5,2.5,2.5,0.16,0.16,0.16,0.16,0.52,1.91,0.57,1.75,6,18.31,30.59
595,0,zhenjiang,7,3,10282,3,3,0.1,0.1,0.15,0.19,3.34,3.34,3.34,3.34,0.84,0.84,0.84,0.84,2.2,1.13,1,2,6,54.54,48.41
605,0,changzhou,3,3,27536,4,1,0.19,0.55,0.43,0.41,2.1,2.1,2.1,2.1,0.39,0.39,0.39,0.5,0.43,0.6,0.6,0.6,3,43.7,49.51
615,0,zhenjiang,3,3,80721.8,2,2,0.61,0.51,0.63,0.71,1.69,1.69,1.69,1.69,0.34,0.34,0.34,0.34,0.49,0.41,2.2,2.2,4,41.21,36.07
625,1,taizhou,7,3,2409.47,6,0,0.15,0.12,0.39,0.17,2.85,2.85,2.85,2.85,0.54,0.54,0.54,0.54,0.71,0.65,1,0.15,6,10.66,12.14
635,0,nanjing,5,3,52716,2,2,0.29,0.49,0.28,0.3,2.6,2.6,2.6,2.6,0.38,0.44,0.46,0.44,0.39,0.36,2.6,0.39,4,131.88,160.1
645,0,nanjing,3,3,0,0,0,0.59,0.59,0.89,2.98,2.98,2.98,2.98,2.98,0.45,0.45,0.45,0.45,0.59,0.59,0.89,0.59,3,24.76,55.98
65,1,suzhou,7,3,1457.38,6,6,0.37,0.29,0.05,0.05,2.5,2.5,2.5,2.5,0.5,0.5,0.5,0.5,0.47,0.47,0.37,2.5,6,13.08,20.13
655,1,xuzhou,7,2,3270.4,7,7,0.32,0.07,0.27,0.7,2.2,2.2,2.2,2.2,0.08,0.08,0.08,0.08,0.39,0.57,0.57,0.57,6,14.93,18.44
665,0,suzhou,4,3,24286,2,2,0.23,0.19,0.05,0.03,3.1,3.1,3.1,3.1,0.53,0.53,0.53,0.53,1.3,0.62,0.93,1.01,4,92.12,116.55
675,1,suzhou,7,3,464.52,6,6,0.83,0.14,0.84,0.23,0,0,0,0,0.37,0.37,0.37,0.37,0.47,0.8,0.39,0.8,7,24.4,0
685,1,changzhou,7,3,22885.05,27,6,0.72,0.86,0.94,0.06,2.92,2.92,2.92,2.92,0.79,0.79,0.79,0.79,0.72,1.38,0.86,1.17,6,24.62,42.81
695,1,suzhou,7,3,11095.8,25,1,0.81,0.29,0.18,0.18,1.59,2.4,2.4,2.4,0.29,0.33,0.33,0.33,0.68,0.81,1.59,,6,22.25,36.17
705,0,yangzhou,3,3,15129,12,0,0.07,0.1,0.07,0.1,2.8,2.8,2.8,2.8,0.18,0.18,0.18,0.18,0.603,0.603,0.524,0.689,3,23.17,38.15
715,0,yancheng,6,3,3968.64,2,2,0.01,0.1,0.29,0.15,2.9,2.9,2.9,2.9,0.4,0.4,0.4,0.4,0.62,0.69,1.22,2.2,3,68.97,78.1
725,0,yancheng,3,3,1601.7,3,3,0.23,0.48,0.43,0.43,1.73,1.73,1.73,1.73,0.38,0.38,0.38,0.38,0.47,0.59,0.84,0.38,1,92.03,85.07
735,0,xuzhou,3,2,33974.09,6,30,0.69,0.7,0.67,0.67,1.9,1.9,1.9,1.9,0.37,0.37,0.37,0.37,0.394,0.397,0.397,0.472,3,6.39,56.43
745,1,suzhou,7,3,16677.74,12,1,0.25,3.6,6.2,9.32,2.2,2.2,2.2,2.2,0.28,0.28,0.28,0.28,0.47,0.7,0.28,0.56,6,15.02,25.31
75,1,lianyungang,7,2,5573,6,6,0.02,0.39,0.02,0.36,2.6,2.6,2.6,2.6,0.5,0.5,0.5,0.5,0.563,0.473,0.848,1.01,6,47.3,29.21
755,1,wuxi,7,3,793.19,3,3,0.09,0.1,0.09,0.09,3,3,3,3,0.09,0.09,0.09,0.09,2.93,0.48,0.6,0.56,4,13.88,12.3
765,0,taizhou,3,3,16915,7,7,0.613,0.17,0.26,0.3,2.6,2.6,2.6,2.6,0.5,0.5,0.5,0.5,0.61,0.609,0.613,1.38,6,24.82,61.5
775,1,yancheng,7,3,9968.44,14,5,0.03,0.17,0.31,0.31,2.4,2.4,2.4,2.4,0.56,0.56,0.56,0.56,0.62,0.72,1.41,1.5,6,15.89,38.74
785,0,nanjing,3,3,16641,6,1,0.4,0.86,0.6,0.64,1.7,1.7,1.7,1.7,0.48,0.48,0.48,0.48,0.759,0.517,0.554,0.517,4,12.42,45.08
795,1,wuxi,7,3,4287,6,6,0.07,0.3,0.07,0.24,2.8,2.8,2.8,2.8,0.54,0.62,0.54,0.61,0.942,1.96,0.942,1.96,4,16.18,13.33
805,0,yangzhou,3,3,63455,19,1,0.12,0.28,0.15,0.3,2.6,2.6,2.6,2.6,0.32,0.32,0.32,0.32,0.705,0.626,1.16,1.63,6,13.7,41.42
815,0,xuzhou,3,2,25610.54,5,1,0.14,0.13,0.27,0.24,1.91,1.9,1.89,1.89,0.3,0.3,0.3,0.3,0.39,0.61,0.61,0.47,4,117.14,144.47
825,1,taizhou,7,3,5845.8,11,6,0.4,0.4,0.37,0.73,2.9,2.9,2.9,2.9,0.03,0.03,0.03,0.03,0.67,0.75,1.38,1.38,6,4.54,3.84
835,0,zhenjiang,5,3,22247,17,7,0.22,0.45,0.34,0.37,2.79,2.75,2.74,2.78,0.78,0.6,0.56,0.74,0.64,2,0.72,2,3,20.78,20.78
845,0,suzhou,3,3,225392.38,21,1,0.09,0.47,0.41,0.38,2.3,2.3,2.3,2.3,0.61,0.72,0.86,0.85,0.41,0.38,0.52,0.66,2,91.93,148.15
85,1,taizhou,7,3,7980.09,6,6,0.06,0.05,0.29,0.2,3.2,3.2,3.2,3.2,0.33,0.33,0.3,0.48,0.69,1.13,0.65,1.13,6,3.55,2.53
855,1,suqian,7,3,31000,8,0,0.18,0.12,0.18,0.16,2.56,2.56,2.56,2.56,0.62,0.62,0.62,0.62,0.343,0.485,0.684,1.02,4,12.92,8.79
865,1,zhenjiang,7,3,6002,11,1,0.06,0.34,0.06,0.26,2.7,2.7,2.7,2.7,0.63,0.66,0.63,0.87,0.39,0.74,1,1.064,6,17.93,11.39
875,1,huaian,7,3,3435.76,6,6,0.1,0.29,0.1,0.27,1.47,1.5,2.7,2.7,0.68,0.67,0.7,0.7,0.9,1.2,0.8,0.38,4,20.27,29.72
885,0,suzhou,3,3,13420.58,8,1,0.17,0.58,0.17,0.6,2.3,2.3,2.3,2.3,0.4,0.4,0.4,0.4,0.59,0.71,1.19,1.12,6,97.31,134.83
895,0,changzhou,3,3,47384.4,12,4,0.33,0.63,0.59,0.71,1.58,1.71,1.4,2.17,0.33,0.33,0.33,0.33,0.12,0.63,1.58,0.59,4,35.79,52.74
905,1,taizhou,7,3,8625,6,6,0.521,0.699,0.32,0.86,1.85,1.85,1.85,1.85,0.33,0.33,0.33,0.33,0.521,0.699,1.85,0.32,6,22.09,12.68
915,0,suzhou,3,3,72640,26,3,0.42,0.6,0.3,0.49,1.8,1.8,1.8,1.8,0.39,0.39,0.39,0.39,0.64,0.8,0.94,0.75,3,82.23,132.84
925,0,wuxi,3,3,80711.28,39,9,0.45,0.52,0.79,0.8,1.6,1.6,1.6,1.6,0.31,0.31,0.31,0.31,0.45,2.21,0.52,1.94,3,36.06,64.3
935,0,changzhou,6,3,8236.55,6,6,0.16,0.28,0.19,0.16,1.9,1.9,1.9,1.9,0.48,0.48,0.48,0.48,0.65,1.54,0.64,1.57,6,22.78,26.63
945,1,changzhou,7,3,8414.96,35,1,0.5,0.03,0.4,0.03,2.6,2.6,2.6,2.6,0.3,0.3,0.3,0.3,0.7,1.43,0.93,1.07,6,29.69,35.65
1014,0,suzhou,3,3,22755.08,2,2,0.66,0.68,0.96,0.68,2.4,2.4,2.4,2.4,0.35,0.35,0.35,0.35,0.12,0.35,,,1,101.85,108.4
1024,1,suzhou,7,3,1153.71,6,6,0.14,0.35,0.14,0.14,3,2.5,3,3,0.75,0.4,0.75,0.75,0.46,0.66,0.66,2,7,16.3,16.3
1034,0,suzhou,3,3,30705.51,4,1,0.55,0.51,0.41,0.82,2.4,2.4,2.4,2.4,0.44,0.44,0.44,0.44,0.55,0.51,1.01,0.44,2,87.88,117.64
104,1,nanjing,7,3,8768,11,1,0.07,0.33,0.07,0.25,2.8,2.8,2.8,2.8,0.7,0.7,0.7,0.7,0.672,2.2,1.2,0.672,6,16.92,13.76
1044,0,yangzhou,3,3,50210.11,12,2,0.31,0.4,0.31,0.38,2.6,2.59,2.6,2.59,0.41,0.4,0.41,0.4,0.636,0.609,0.973,0.993,1,65.98,70.86
1054,0,lianyungang,3,2,24735,6,6,0.6,0.71,0.6,0.57,2.3,2.3,2.3,2.3,0.38,0.38,0.38,0.38,0.396,0.414,0.443,0.414,3,108.6,124.17
1064,0,xuzhou,5,2,67752.04,17,1,0.24,0.39,0.25,0.29,2.3,2.28,2.27,2.4,0.41,0.41,0.41,0.41,0.41,0.6,0.6,0.6,3,70.51,69.04
1074,1,huaian,7,3,4046.37,6,6,0.66,0.59,0.59,0.29,2.4,2.4,2.4,2.4,0.81,0.81,0.81,0.81,0.63,1.59,0.71,1.4,4,17.64,32.26
1084,1,yancheng,7,3,7452.45,9,9,0.02,0.02,0.25,0.12,2,2,2,2,0.77,0.77,0.77,0.77,0.46,0.44,1.6,1.6,6,14.72,32.65
1094,0,yangzhou,1,3,121812.17,24,4,0.44,0.35,0.49,0.37,1.72,1.72,1.72,1.72,0.27,0.27,0.27,0.27,0.726,0.737,0.472,0.726,3,24.75,33.87
1104,1,lianyungang,7,2,3579.891,6,6,0.01,0.05,0.01,0.11,2.9,2.9,2.9,2.9,0.83,0.83,0.83,0.83,0.378,0.648,0.679,2.02,7,21.82,14.3
1114,0,suzhou,3,3,8796.59,5,1,0.72,0.68,0.85,0.69,3.2,3.2,3.2,3.2,0.4,0.4,0.4,0.4,2.4,0.4,0.88,0.5,1,40.78,46.67
1124,1,lianyungang,7,2,9072.21,6,6,0.04,0.24,0.04,0.26,2.4,2.4,2.4,2.4,0.83,0.83,0.83,0.83,0.633,0.746,0.913,0.893,6,42.51,30.94
1134,0,xuzhou,3,2,52254.9,19,2,0.22,0.22,0.19,0.24,2.7,2.7,2.7,2.7,0.32,0.32,0.32,0.32,0.4,0.65,0.834,0.22,6,76.03,119.42
114,0,xuzhou,2,2,29877.42,15,5,0.3,0.45,0.11,0.41,2.6,2.6,2.6,2.6,0.6,0.6,0.6,0.6,0.522,0.43,0.53,0.52,6,113.8,87.19
1144,0,suzhou,3,3,158581.56,4,4,0,0,0,0,2.7,2.7,2.7,2.7,0.32,0.32,0.32,0.32,0.75,2,0.85,0.71,3,7.79,7.79
1154,1,suqian,7,3,3035.53,1,6,0,0,0,0,3,3,3,3,0.86,0.86,0.86,0.86,0.4,1.1,0.63,0.63,6,3.45,6.77
