ID,PublicORResidential,city,principleActivity,ClimateZone,BuildingArea,numFloorAbove,numFloorBelow,WWR_South,WWR_North,WWR_East,WWR_West,ExWindowHTC_East,ExWindowHTC_West,ExWindowHTC_South,ExWindowHTC_North,SC_East,SC_West,SC_South,SC_North,RoofHTC,ExWallHTC,OverheadFloorHTC,FloorHTCOuter,exWinAirtightness,HeatingLoad,CoolingLoad
1088,0,zhenjiang,1,3,11053.73,4,4,0.29,0.35,0.25,0.34,2.5,2.5,2.5,2.5,0.52,0.52,0.52,0.52,0.64,1.56,0.64,1.56,7,35.26,68.73
1098,0,zhenjiang,1,3,8194,3,3,0.81,0.36,0.38,0.36,1.84,1.93,1.87,1.99,0.47,0.48,0.47,0.48,0.56,0.83,1.57,1.57,4,44.67,41.49
1108,1,taizhou,7,3,4278.69,6,0,0.01,0.33,0.21,0.61,2.9,2.9,2.9,2.9,0.69,0.69,0.69,0.69,0.74,0.74,1.71,0.01,6,5.71,6.93
1118,0,suzhou,3,3,27663.68,2,1,0.32,0.28,0.38,0.38,2.4,2.4,2.4,2.4,0.45,0.45,0.45,0.45,0.53,0.73,0.73,0.32,6,89.91,101.39
1128,1,huaian,7,3,4276.89,2,2,0.42,0.3,0.02,0.02,2.31,2.31,2.31,2.31,0.84,0.84,0.84,0.84,0.45,2.22,0.49,2.05,4,38.61,62.87
1138,0,zhenjiang,1,3,45590.8,3,2,0.65,0.47,0.89,0.89,3.31,3.31,3.31,3.31,0.01,0.01,0.01,0.01,2.2,2.2,1,2,3,70.26,80.4
1148,1,taizhou,7,3,7732,6,6,0.01,0.37,0.01,0.27,3.2,3.2,3.2,3.2,0.2,0.5,0.2,0.39,0.489,0.507,0.489,0.489,6,20.45,10.33
1158,0,yangzhou,3,3,29847,1,1,0.48,0.46,0.22,0.26,2.5,2.5,2.5,2.5,0.48,0.48,0.48,0.48,0.69,0.46,0.46,2.18,4,97.26,124.83
1168,1,huaian,7,3,2566.39,5,1,0.11,0.72,0.12,0.23,2.84,2.84,2.84,2.84,0.72,0.69,0.63,0.83,0.51,0.84,0.99,0.11,4,21.25,30.73
1178,1,nantong,7,3,4612,5,0,0.4,0.43,0.5,0.5,3,3,3,3,0.05,0.05,0.05,0.05,1.37,1.04,0.91,0.79,4,23.14,32.85
118,0,zhenjiang,1,3,29107.49,5,2,0.49,0.47,0.53,0.51,2.68,2.68,2.68,2.68,0.51,0.51,0.51,0.51,0.861,0.492,0.711,0.993,3,16.88,51.08
1188,0,yangzhou,1,3,168304,5,2,0.45,0.5,0.22,0.42,2.1,2.1,2.1,2.1,0.31,0.31,0.31,0.31,0.389,0.679,0.523,0.679,3,41.97,54.65
1198,0,yancheng,6,3,7055.38,3,3,0.25,0.08,0.11,0.09,2.4,2.4,2.4,2.4,0.5,0.5,0.5,0.5,0.38,0.56,2.2,2.2,6,69.21,72.54
1208,0,xuzhou,3,2,29996,9,1,0.51,0.38,0.57,0.35,1.7,1.7,1.7,1.7,0.3,0.3,0.3,0.3,0.583,0.509,0.509,0.582,1,90.23,121.8
1218,1,nantong,7,3,2987,9,1,0.05,0.39,0.05,0.31,1.7,1.7,1.7,1.7,0.6,0.6,0.6,0.6,0.57,1.04,1.09,1.05,6,26.31,33.76
1228,0,wuxi,3,3,32392.5,18,8,0.73,0.73,0.73,0.73,2.3,2.3,2.3,2.3,0.67,0.67,0.67,0.67,0.421,0.588,0.651,0.31,4,15.52,48.24
1238,1,suzhou,7,3,389.63,6,6,0.07,0.07,0.07,0.07,2.5,2.5,2.5,2.5,0.63,0.73,0.63,0.63,0.39,0.48,0.71,0.48,4,12.37,12.37
1248,0,wuxi,3,3,36813,12,1,0.55,0.39,0.39,0.65,2.8,2.8,2.8,2.8,0.31,0.31,0.31,0.31,0.67,0.96,1.45,1.45,6,41.42,67.93
1258,1,wuxi,7,3,2091,5,0,0.02,0.2,0.02,0.22,2.4,2.4,2.4,2.4,0.86,0.86,0.86,0.86,0.34,0.52,0.483,0.52,4,15.34,12.46
1268,1,taizhou,7,3,9983.61,6,6,0.33,0.33,0.33,0.33,2.64,2.64,2.64,2.64,0.53,0.53,0.53,0.53,0.6,1.07,1.15,1.17,6,1.59,3.47
1278,0,suzhou,3,3,34242,19,2,0.62,0.65,0.63,0.62,2.5,2.5,2.5,2.5,0.3,0.3,0.3,0.3,0.58,2,1.53,0.51,3,11.55,11.55
128,0,xuzhou,3,2,28974.6,12,1,0.31,0.28,0.14,0.14,2.53,2.53,2.53,2.53,0.14,0.14,0.14,0.14,1,0.39,0.62,0.69,6,65.11,80.05
1288,0,wuxi,3,3,51222,3,3,0.31,0.35,0.35,0.21,2.4,2.4,2.4,2.4,0.4,0.4,0.4,0.01,0.5,0.676,1.53,0.514,7,9.89,38.81
1298,0,suzhou,3,3,18903.26,18,1,0.36,0.36,0.36,0.36,2.5,2.5,2.5,2.5,0.59,0.59,0.59,0.59,0.67,1.12,1.12,1.16,6,26.55,61.12
1308,0,nanjing,3,3,42824,33,3,0.99,0.99,0.99,0.99,1.52,1.52,1.52,1.52,0.64,0.64,0.64,0.64,0.203,0.596,0.61,0.596,6,93.46,35.33
1318,1,suzhou,7,3,912,6,6,0.49,0.2,0.35,0.23,2.7,2.7,2.7,2.7,0.89,0.89,0.89,0.89,0.48,0.56,0.49,0.35,6,41.15,78.56
1328,1,wuxi,7,3,31690,35,1,0.2,0.2,0.3,0.25,2.8,2.8,2.8,2.8,0.84,0.84,0.84,0.83,0.53,0.74,2,2,6,24.12,45.88
1338,1,suzhou,7,3,1885.05,6,6,0.31,0.29,0.09,0.09,2.6,2.6,2.6,2.6,0.7,0.7,0.7,0.7,0.46,0.59,1.14,0.49,6,10.19,17.09
1348,0,wuxi,1,3,31920.3,6,6,0.27,0.54,0.37,0.5,2.4,2.5,2.4,2.5,0.3,0.5,0.3,0.5,0.498,0.443,1.15,1.22,6,15.15,36.84
1358,1,suqian,7,3,1868,2,2,0.61,0.53,0.53,0.73,2.9,2.9,2.9,2.9,0.4,0.4,0.4,0.4,0.61,0.53,2.9,2.9,3,25.23,38.5
1368,0,suzhou,3,3,29504,7,1,0.42,0.48,0.4,0.36,1.6,1.6,1.6,1.6,0.48,0.48,0.48,0.48,0.57,0.93,1.26,,4,79.31,138.14
1378,1,nantong,7,3,4445.25,6,1,0.01,0.36,0.02,0.19,1.7,1.7,1.7,1.7,0.59,0.59,0.59,0.59,0.6,1.13,0.94,1.05,6,25.46,33.38
138,0,yangzhou,3,3,102214,22,2,0.25,0.25,0.75,0.75,2.2,2.2,2.2,2.2,0.46,0.46,0.46,0.46,0.58,0.36,0.58,0.55,3,71.2,87.77
1388,1,lianyungang,7,2,4506,6,6,0.05,0.3,0.05,0.21,3,3,3,3,0.38,0.38,0.38,0.38,0.486,0.471,0.904,1.47,4,37.21,22.91
1398,0,wuxi,5,3,133061.42,1,5,0.36,0.52,0.36,0.51,2.5,2.5,2.5,2.5,0.28,0.29,0.28,0.28,0.29,0.48,0.61,0.581,1,103.19,123.96
1408,0,xuzhou,3,2,27111.6,6,6,0.53,0.68,0.57,0.72,1.94,1.91,1.94,1.89,0.41,0.41,0.41,0.41,0.37,0.39,0.83,0.83,4,117.63,136.73
1418,1,taizhou,7,3,484,3,3,0.2,0.2,0.2,0.2,2.2,2.2,2.2,2.2,0.21,0.21,0.21,0.21,0.391,0.875,1.06,2.24,6,19.72,13.61
1428,0,nanjing,3,3,28340.87,3,3,0.45,0.45,0.45,0.45,2.4,2.4,2.4,2.4,0.46,0.46,0.46,0.46,0.66,0.86,1.14,1.09,4,43.9,63.67
1438,0,suzhou,1,3,24955.45,4,1,0.57,0.27,0.55,0.44,2.702,2.702,2.702,2.702,0.57,0.57,0.57,0.57,0.35,0.55,1.39,0.14,4,90.13,180.86
1448,0,taizhou,6,3,17507,4,4,0.21,0.31,0.19,0.25,2.5,2.5,2.5,2.5,0.62,0.49,0.62,0.62,0.529,0.376,1.2,,6,25.59,19.37
1458,0,wuxi,3,3,69809.6,11,1,0.28,0.55,0.37,0.51,2.7,2.7,2.7,2.7,0.62,0.62,0.62,0.62,0.477,0.583,0.627,0.682,2,35.8,44.52
1468,1,huaian,7,3,14726.56,6,6,0.21,0.21,0.21,0.21,3.2,3.2,3.2,3.2,0.13,0.13,0.13,0.13,0.7,0.55,1.15,1.17,6,21.24,38.64
1478,1,changzhou,7,3,5073,2,2,0.3,0.26,0.14,0.11,2.8,2.8,2.8,2.8,0.36,0.36,0.36,0.36,0.59,1.1,1.26,0.61,6,28.69,45.81
148,0,wuxi,6,3,18812,5,5,0.07,0.12,0.17,0.13,1.7,1.7,1.7,1.7,0.4,0.4,0.4,0.4,0.573,0.583,0.674,0.583,6,19.82,48.01
1488,1,xuzhou,7,2,2573.68,6,6,0.36,0.5,0.21,0.21,2.6,2.6,2.6,2.6,0.38,0.38,0.38,0.38,0.47,0.73,0.94,0.38,4,25.44,0
1498,0,wuxi,1,3,9376,3,3,0.08,0.23,0.04,0.21,2.7,2.7,2.7,2.7,0.75,0.75,0.75,0.75,0.591,0.596,1.19,0.295,8,18.24,55.58
1508,0,suzhou,3,3,2946.17,1,1,0.15,0.4,0.33,0.33,2.7,2.7,2.7,2.7,0.38,0.38,0.38,0.38,0.38,1.8,1,0.38,3,8.51,8.51
1518,0,suzhou,3,3,62470.92,3,3,0.92,0.239,0.53,0.48,3.36,3.36,3.36,3.36,0.42,0.42,0.42,0.42,0.53,0.42,0.42,0.42,4,114.33,135.53
1528,1,huaian,7,3,3600.31,6,6,0.05,0.22,0.05,0.22,2.7,2.7,2.7,2.7,0.84,0.84,0.84,0.84,0.62,1.6,0.31,1.47,4,26.54,38.75
1538,0,suzhou,3,3,8459,4,2,0.13,0.17,0.02,0.01,3,3,3,3,0.83,0.83,0.83,0.83,0.69,0.68,2.2,1.24,6,104.95,131.52
1548,0,yangzhou,3,3,12021,6,6,0.46,0.44,0.22,0.25,2.49,2.49,2.49,2.49,0.46,0.46,0.46,0.46,0.43,0.6,1,1.29,6,106.17,127.13
1558,1,lianyungang,7,2,4515.75,6,6,0.39,0.465,0.868,0.02,2.9,2.9,2.9,2.9,0.84,0.84,0.84,0.84,0.465,0.868,1.34,2.94,4,32.52,25.93
1568,0,suzhou,3,3,7211.37,6,3,0.248,0.59,0.58,0.58,1.37,1.37,1.37,1.37,0.53,0.53,0.53,0.53,0.59,0.58,0.58,0.69,3,98.84,135.69
1578,1,lianyungang,7,2,3682.1,6,6,0.13,0.29,0.13,0.23,2.5,2.5,2.5,2.5,0.84,0.84,0.84,0.84,0.402,0.761,0.927,,6,23.7,23.28
158,1,zhenjiang,7,3,1374,6,6,0.03,0.35,0.03,0.32,2.4,2.4,2.4,2.4,0.8,0.66,0.8,0.8,1.31,0.31,0.389,0.389,6,15.71,11.32
1588,1,huaian,7,3,866.88,3,1,0.94,0.19,0.25,0.07,2.94,2.94,2.94,2.94,0.97,0.33,0.83,0.33,0.28,0.98,,,4,26.5,43.02
1598,0,suzhou,3,3,27983.2,22,2,0,0,0,0,2.4,2.4,2.4,2.4,0.26,0.26,0.26,0.26,0.51,2,0.72,0.76,3,20.63,25.92
1608,1,yancheng,7,3,18895,25,1,0.31,0.2,0.09,0.09,2.3,2.3,2.3,2.3,0.47,0.47,0.47,0.47,0.55,0.71,2.3,2.3,6,13.03,38.67
1618,1,lianyungang,7,2,4703,6,6,0.07,0.3,0.07,0.15,2.8,2.8,2.8,2.8,0.86,0.86,0.86,0.86,0.493,0.734,0.847,0.975,6,26.97,26.92
1628,1,suzhou,7,3,2842,6,6,0.42,0.14,0.08,0.08,2.5,2.5,2.5,2.5,0.84,0.84,0.84,0.84,0.62,0.62,0.55,,6,12.62,21.52
1638,0,changzhou,1,3,13999.3,4,1,0.38,0.13,0.33,0.2,2.6,2.6,2.6,2.6,0.45,0.45,0.45,0.45,0.49,0.49,1.08,1.08,6,29.4,23.21
1648,1,wuxi,7,3,2938.85,6,6,0.17,0.17,0.17,0.17,3,3,3,3,0.86,0.86,0.86,0.86,0.43,1.14,1.21,1.14,6,9.01,18.51
1658,1,huaian,7,3,7239.37,11,2,0.18,0.2,0.09,0.09,2.67,2.67,2.67,2.67,0.82,0.82,0.82,0.82,0.72,1.39,0.71,1.41,6,24.48,44.48
1668,0,xuzhou,3,2,26325.66,13,1,0.18,0.38,0.39,0.37,3,3,3,3,0.4,0.4,0.4,0.4,0.458,0.421,0.421,0.85,6,113.96,106.36
1678,1,nanjing,7,3,2997.2,6,2,0.26,0.26,0.12,0.12,2.6,2.6,2.6,2.6,0.89,0.89,0.89,0.89,0.62,0.62,1,,3,10.21,17.51
168,1,suqian,7,3,4882.8,1,1,0.07,0.07,0.28,2.5,2.5,2.5,2.5,2.5,0.07,0.07,0.07,0.07,0.9,1.1,0.63,0.63,6,2.35,4.56
1688,0,taizhou,3,3,16561.06,5,5,0.557,0.26,0.11,0.19,3.3,3.3,3.3,3.3,0.577,0.77,0.65,0.78,0.557,1.04,0.557,0.768,6,36.02,73.07
1698,0,yangzhou,5,3,20027.16,8,0,0.5,0.56,0.31,0.42,2.2,2.2,2.2,2.2,0.56,0.63,0.58,0.68,0.33,0.67,0.64,0.91,3,52.61,90.34
1708,1,yancheng,7,3,20615.2,30,0,0.18,0.15,0.01,0.01,2.2,2.2,2.2,2.2,0.48,0.48,0.48,0.48,0.42,0.5,2.2,2.2,6,22.06,37.01
1718,1,yancheng,7,3,18026.26,22,2,0.39,0.24,0.05,0.05,2.26,2.26,2.26,2.26,0.7,0.7,0.7,0.7,0.45,0.68,2.26,2.26,6,16.91,39.03
1728,0,huaian,5,3,75426.52,21,1,0.34,0.27,0.05,0.05,2.48,2.48,2.48,2.48,0.45,0.45,0.45,0.45,0.58,0.64,0.78,1.29,3,75.72,90.71
1738,0,suzhou,1,3,31818,24,4,0.35,0.58,0.26,0.26,3.2,3.2,3.2,3.2,0.4,0.4,0.4,0.4,0.563,0.565,0.785,0.785,0,23.14,58.93
1748,1,suqian,7,3,9876.96,12,2,0.05,0.05,0.2,3,3,3,3,3,0.86,0.86,0.86,0.86,0.2,1.1,0.6,0.6,6,1.53,2.46
1758,1,huaian,7,3,7149.91,12,2,0.24,0.02,0.4,0.02,2.6,2.6,2.6,2.6,0.81,0.81,0.73,0.81,0.68,1.47,1.06,1.58,6,35.97,60.35
1768,1,taizhou,7,3,2390.17,1,1,0.68,0.36,0.35,0.29,3.2,3.2,3.2,3.2,0.1,0.1,0.1,0.1,0.49,0.5,0.58,1.55,7,10.04,11.71
1778,1,nanjing,7,3,14962.71,34,4,0.06,0.31,0.08,0.09,2.5,2.5,2.5,2.5,0.72,0.76,0.77,0.81,0.602,0.848,0.602,0.602,6,21,22.96
178,1,suzhou,7,3,534.85,6,6,0.29,0.15,0.11,0.07,2.4,2.4,2.4,2.4,0.89,0.89,0.89,0.89,0.34,0.45,1.29,,4,20.94,36.93
1788,1,wuxi,7,3,4809.8,6,6,0.01,0.31,0.01,0.24,2.4,2.4,2.4,2.4,0.23,0.21,0.23,0.67,0.626,0.664,0.664,0.514,7,36.67,8.78
1798,0,taizhou,3,3,20019.23,5,5,0.42,0.12,0.11,0.11,2.4,2.4,2.4,2.4,0.24,0.24,0.24,0.24,0.573,0.372,0.565,0.75,6,52.25,49.58
18,1,taizhou,7,3,2846.54,6,0,0.01,0.33,0.21,0.21,2.9,2.9,2.9,2.9,0.8,0.8,0.8,0.8,0.71,0.71,0.71,0.01,6,6.78,11.66
1808,0,xuzhou,3,2,24056.59,7,1,0.21,0.46,0.42,0.58,2.37,2.38,2.34,2.34,0.31,0.31,0.31,0.31,0.37,0.604,0.91,0.612,3,99.58,103.91
1818,1,taizhou,7,3,3679,6,0,0,0,0,0,2.303,2.8,2.8,2.8,0.25,0.5,0.78,0.5,0.605,1.11,0.605,1.47,4,14.87,11.21
1828,1,huaian,7,3,21317.39,27,2,0.3,0.2,0.05,0.11,2.5,2.5,2.5,2.5,0.89,0.89,0.89,0.89,0.81,0.81,0.79,,6,13.84,24.27
1838,1,lianyungang,7,2,4721.05,1,1,0.16,0.18,0.3,0.86,3,3,3,3,0.86,0.86,0.86,0.86,0.45,0.76,0.76,0.78,6,18.49,6.8
1848,0,nantong,3,3,38071,24,4,0.29,0.34,0.36,0.3,1.8,1.8,1.8,1.8,0.42,0.42,0.42,0.42,0.58,0.58,0.58,0.29,3,73.85,119.66
1858,1,suzhou,7,3,5744.35,6,6,0.15,0.07,0.37,0.37,3,2.87,3.28,3.28,0.57,0.57,0.69,0.69,0.62,0.74,1.06,1,7,33.96,57.51
1868,1,nanjing,7,3,5010,0,1,0.1,0.08,0.25,0.25,2.85,2.85,2.85,2.85,0.75,0.75,0.75,0.75,0.6,1.04,0.49,0.9,4,41.48,38.39
1878,0,suzhou,3,3,41740.56,3,3,0.53,0.65,0.5,0.68,2.3,2.3,2.3,2.3,0.26,0.26,0.26,0.26,0.72,0.46,0.9,0.82,3,83.91,0
188,1,nanjing,7,3,731,2,0,0.12,0.12,0.12,0.12,2.5,2.5,2.5,2.5,0.75,0.75,0.75,0.75,0.375,0.908,1.64,0.375,4,23.51,20.21
1888,1,suzhou,7,3,3832,2,2,0.33,0.22,0.45,0.45,2.6,2.6,2.6,2.6,0.03,0.03,0.03,0.03,0.72,0.72,0.45,0.45,6,30.87,47.51
1898,0,zhenjiang,3,3,23505.1,3,3,0.89,0.94,0.4,0.37,1.67,1.67,1.67,1.67,0.35,0.35,0.35,0.35,0.37,0.34,1.67,1.67,3,20.76,50
1908,1,lianyungang,7,2,5932.93,2,2,0.35,0.25,0.14,0.14,3,3,3,3,0.83,0.83,0.83,0.83,0.42,2.38,0.99,1.01,6,49.7,8.66
1918,0,taizhou,1,3,5694.7,15,3,0.45,0.39,0.18,0.14,2.73,2.73,2.73,2.73,0.89,0.89,0.89,0.89,0.67,0.82,2.2,2.2,3,17.94,51.46
1928,0,wuxi,6,3,10145,3,3,0.652,0.17,0.22,0.17,1.7,1.7,1.7,1.7,0.4,0.4,0.4,0.4,0.575,0.652,1.32,0.375,6,30.74,57.64
1938,0,nanjing,3,3,63055,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457,0.628,0.677,0.703,4,52.71,50.72
1948,0,yangzhou,3,3,9142,12,0,0.21,0.59,0.21,0.47,2.4,2.4,2.4,2.4,0.3,0.3,0.3,0.3,0.742,1.3,0.865,0.865,6,12.55,32.36
1958,1,nantong,7,3,5026.9,6,0,0.15,0.38,0.15,0.21,2.7,2.7,2.7,2.7,0.5,0.5,0.5,0.5,2.15,1.05,1.165,1.165,6,23.36,34.51
1968,1,nantong,7,3,4658,5,0,0.08,0.45,0.08,0.08,3.2,2,3.2,3.2,0.5,0.4,0.5,0.5,1.74,1.04,0.62,0.8,4,24.38,34.41
1978,1,suqian,7,3,10472.09,12,1,0.4,0.16,0.04,0.05,3.2,3.2,3.2,3.2,0.58,0.58,0.58,0.58,0.55,1.81,0.78,1.29,6,18.51,28.65
198,1,taizhou,7,3,6897.39,11,1,0.36,0.36,0.36,0.36,2.75,2.75,2.75,2.75,0.48,0.48,0.48,0.48,0.52,1,1.13,0.54,6,3.37,3.88
1988,0,zhenjiang,1,3,43247.9,3,3,0.51,0.36,0.47,0.41,2.86,2.86,2.86,2.86,0.51,0.51,0.51,0.51,0.38,0.38,2.82,2.84,3,13.23,40.1
1998,1,wuxi,7,3,4175,11,1,0.31,0.14,0.3,0.48,2,2,2,2,0.06,0.06,0.06,0.06,0.31,0.4,1.21,0.83,6,14.27,40.25
2008,1,suzhou,7,3,2513.63,2,2,0.12,0.2,0.07,0.07,2.5,2.5,2.5,2.5,0.76,0.76,0.76,0.76,0.12,2.5,2.5,2.5,6,25.83,44.9
2018,1,huaian,7,3,2210.4,6,6,0.03,0.38,0.02,0.23,2.5,2.5,2.5,2.5,0.24,0.24,0.24,0.84,0.55,1.82,1.22,0.82,5,30.81,34.6
2028,0,zhenjiang,3,3,20759.87,20,0,0.18,0.646,0.669,0.958,1.8,1.8,1.8,1.8,0.46,0.46,0.46,0.46,0.646,0.669,0.958,0.618,3,22.69,65.45
2038,1,suzhou,7,3,6057.5,2,2,0.26,0.3,0.15,0.15,2.3,2.3,2.3,2.3,0.4,0.4,0.4,0.4,0.55,0.55,1.39,0.6,6,25.41,1.36
2048,0,yangzhou,3,3,15476,18,2,0.7,0.11,0.54,0.4,2.4,2.4,2.4,2.4,0.5,0.5,0.5,0.38,0.403,0.505,0.403,0.403,7,14.14,47.34
2058,0,suzhou,3,3,71109.67,2,2,0.74,0.89,0.87,0.9,2.4,2.4,2.4,2.4,0.35,0.35,0.35,0.35,0.44,0.74,1.98,0.45,1,97.97,114.87
2068,0,xuzhou,3,2,32790.75,19,1,0.7,0.73,0.69,0.69,1.75,1.75,1.75,1.75,0.61,0.61,0.61,0.61,0.4,0.37,0.43,0.7,4,136.18,148.2
2078,1,wuxi,7,3,4232,6,6,0.18,0.18,0.24,0.24,2.5,2.5,2.5,2.5,0.86,0.86,0.86,0.86,0.534,0.769,1.07,0.514,4,16.12,16.54
208,1,zhenjiang,7,3,1670,6,6,0.11,0.43,2.7,0.52,2.7,2.7,2.7,2.7,0.11,0.11,0.11,0.11,0.52,0.56,0.355,0.52,4,28.51,47.92
2088,1,wuxi,7,3,3268,7,7,0.514,0.298,0.12,0.3,3.4,3.4,3.4,3.4,0.69,0.69,0.69,0.69,0.598,1.1,1.1,,4,12.54,11.09
2098,1,huaian,7,3,5103.68,6,6,0.03,0.05,0.25,0.25,3.08,3.08,3.08,3.08,0.805,0.805,0.805,0.805,0.78,1.02,1.64,1.07,6,22.03,34.64
2108,0,lianyungang,3,2,45733,6,6,0.75,0.77,0.72,0.67,2.3,2.3,2.3,2.3,0.5,0.5,0.5,0.5,0.486,0.49,0.384,0.536,4,91.51,101.29
2118,1,lianyungang,7,2,4888.77,6,6,0.01,0.15,0.01,0.2,2.8,2.8,2.8,2.8,0.83,0.83,0.83,0.83,0.398,0.808,1.09,2.05,5,16.85,14.19
2128,1,nanjing,7,3,5583.99,7,7,0.09,0.19,0.38,0.28,2.5,2.7,2.8,2.5,0.34,0.62,0.86,0.34,0.51,0.69,0.85,1.7,6,9.43,15.21
2138,1,nantong,7,3,10487,11,0,0.14,0.36,0.14,0.14,3,3,3,3,0.6,0.6,0.33,0.33,1.37,1.04,0.91,0.79,6,23.41,34.12
2148,0,suzhou,1,3,21425.99,4,1,0.69,0.21,0.39,0.26,2.702,2.702,2.702,2.702,0.57,0.57,0.57,0.57,2.2,1.174,1.3917,0.14,4,71.63,144.28
2158,1,xuzhou,7,2,4131.26,6,2,0.1,0.1,0.37,0.25,2.23,2.23,2.23,2.23,0.84,0.84,0.84,0.84,0.524,0.925,1.62,0.1,6,12.41,9.9
2168,1,lianyungang,7,2,3326.6,2,2,0.35,0.23,0.31,0.31,2.6,2.6,2.6,2.6,0.6,0.6,0.6,0.6,0.38,2.62,0.36,2.76,4,32.71,7.77
2178,0,zhenjiang,5,3,8182.67,1,1,0.15,0.21,0.45,0.27,2.4,2.4,2.4,2.4,0.53,0.51,0.53,0.56,0.57,0.65,,,6,10.51,13.65
218,0,suzhou,3,3,91024.29,4,4,0.04,0.19,0.16,0.14,2.3,2.3,2.3,2.3,0.34,0.34,0.34,0.34,0.61,0.43,0.56,0.62,3,79.82,97.2
2188,1,taizhou,7,3,3405,6,6,0.3,0.27,0.04,0.04,3.2,3.2,3.2,3.2,0.88,0.88,0.88,0.88,0.7,0.7,0.67,,6,5.38,10.61
2198,0,xuzhou,3,2,29978.41,26,2,0.35,0.25,0.05,0.04,2.72,2.72,2.72,2.72,0.79,0.79,0.79,0.79,0.53,0.5,0.79,0.78,4,73.03,106.49
2208,0,changzhou,1,3,9286.1,4,1,0.09,0.44,0.09,0.3,2.6,2.6,2.6,2.6,0.5,0.5,0.5,0.5,0.53,0.47,0.6,0.47,6,12.45,27.46
2218,0,suzhou,3,3,158442.95,2,2,0.88,0.89,0.87,0.89,2.1,2.1,2.1,2.1,0.35,0.35,0.35,0.35,0.5,0.5,2.1,2.1,3,89.95,0
2228,0,nanjing,3,3,21809.27,20,0,0.13,0.27,0.16,0.27,2.6,2.64,3.11,2.64,0.46,0.46,0.46,0.46,0.5,0.63,0.73,0.13,3,39.46,48.11
2238,1,suzhou,7,3,2236.29,5,1,0.04,0.04,0.04,0.04,2.92,2.92,2.92,2.92,0.82,0.82,0.82,0.82,0.75,0.75,1,0.04,4,11.2,12.31
2248,1,suzhou,7,3,1210.76,6,6,0.15,0.15,0.15,0.15,2.5,2.5,2.5,2.5,0.4,0.4,0.4,0.4,0.46,0.66,0.66,0.51,7,1.01,1.01
2258,1,suzhou,7,3,2456.7,6,2,0.37,0.17,0.07,0.05,2.6,2.6,2.6,2.6,0.4,0.4,0.4,0.4,0.49,0.49,0.49,0.49,6,19.3,21.54
2268,0,taizhou,3,3,21448.96,5,5,0.1,0.16,0.12,0.23,3.3,3.3,3.3,3.3,0.78,0.72,0.79,0.83,0.557,1.04,0.577,0.621,6,36.43,66.34
2278,0,wuxi,4,3,29285,1,1,0.08,0.08,0.25,0.17,2.7,2.7,2.7,2.7,0.65,0.65,0.65,0.65,0.5,0.55,1.45,1.45,6,42.05,65.59
228,1,taizhou,7,3,508.82,3,3,0.1,2.2,0.12,2.2,2.24,2.2,2.2,2.2,0.514,0.72,0.74,0.68,0.738,0.22,0.372,0.5,6,15.81,9.45
2288,0,suzhou,1,3,38903.73,16,6,0,0,0,0,2.5,2.5,2.5,2.5,0.38,0.38,0.38,0.38,0.37,0.94,0.98,0.56,4,11.85,11.85
2298,0,nantong,1,3,24177,4,4,0.18,0.2,0.31,0.26,2.6,2.7,2.6,2.7,0.23,0.23,0.23,0.23,0.54,0.79,1.278,1.278,6,86.27,127.35
2308,1,nantong,7,3,8351,11,1,0.38,0.09,0.26,0.26,2.16,2.16,2.16,2.16,0.293,0.293,0.293,0.293,0.73,1.02,1.18,0.293,6,30.76,41.76
2318,0,wuxi,1,3,33483.3,2,3,0.4,0.4,0.42,0.4,2.4,2.4,2.4,2.4,0.34,0.34,0.34,0.34,0.26,0.53,1.03,0.4,6,74.41,112.89
2328,0,huaian,3,3,18577.64,2,2,0.2,0.19,0.07,0.06,2.4,2.4,2.4,2.4,0.2,0.2,0.2,0.2,0.52,0.41,0.41,2.46,6,65.23,129.56
2338,0,nantong,3,3,6843,6,6,0.4,0.64,0.65,0.58,2.4,2.4,2.4,2.4,0.4,0.4,0.4,0.4,0.69,0.78,0.92,1.23,3,93.46,125.35
2348,1,yancheng,7,3,10079,18,2,0.359,0.278,0.039,0.039,2.4,2.4,2.4,2.4,0.4,0.4,0.4,0.4,0.56,0.92,2.4,2.4,6,10.74,13.99
2358,0,yancheng,3,3,3131.29,5,5,0.15,0.2,0.3,0.31,2.46,2.46,2.46,2.46,0.54,0.54,0.54,0.54,0.5,0.65,1.36,0.15,6,103.81,112.63
2368,0,suzhou,3,3,29329.67,8,1,0.45,0.62,0.48,0.58,1.5,1.5,1.5,1.5,0.3,0.3,0.3,0.3,0.52,0.91,0.91,0.52,4,88.63,142.88
2378,1,taizhou,7,3,1719.26,2,2,0.01,0.01,0.31,0.16,1.79,1.79,1.79,1.79,0.77,0.77,0.77,0.77,0.35,0.47,0.95,0.91,6,9.14,11.94
238,0,yancheng,3,3,13470,11,1,0.31,0.24,0.14,0.08,2.41,2.42,2.4,2.44,0.4,0.41,0.4,0.42,0.7,0.77,1.59,1.59,1,102.39,111.23
2388,1,taizhou,7,3,19647,34,6,0.09,0.44,0.09,0.28,2.7,2.7,2.7,2.46,0.28,0.66,0.28,0.41,0.781,2.5,0.415,0.415,6,20.89,10.54
